process,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
co2percapita,6.8,7.3,7.9,8.6,9,9.6,10.3,10.9,9.3,10.1,10.7,10.9,11.3,11.5,11.6,11.6,11.7,11.9,12.1,12.1,13.2,13.7,13.7,13.8,13.6,13.6,13.5,13.8,14.1
