"","process","scenario","year","GWh_sum"
"507","태양광","OSP_CN_REN_50","2025",3682.7031141
"508","태양광","OSP_CN_REN_50","2030",4420.0701241
"509","태양광","OSP_CN_REN_50","2035",8485.8072511
"510","태양광","OSP_CN_REN_50","2040",13027.24371
"511","태양광","OSP_CN_REN_50","2045",16033.40747
"512","태양광","OSP_CN_REN_50","2050",24344.16887
"513","풍력","OSP_CN_REN_50","2017",185.9827939
"514","풍력","OSP_CN_REN_50","2020",225.38809692
"515","풍력","OSP_CN_REN_50","2025",1124.0917786
"516","풍력","OSP_CN_REN_50","2030",1388.0831686
"517","풍력","OSP_CN_REN_50","2035",4915.8909596
"518","풍력","OSP_CN_REN_50","2040",4679.048742
"519","풍력","OSP_CN_REN_50","2045",4679.048742
"520","풍력","OSP_CN_REN_50","2050",4643.093906
"521","해상풍력","OSP_CN_REN_50","2017",0
"522","해상풍력","OSP_CN_REN_50","2020",79.7504196
"523","해상풍력","OSP_CN_REN_50","2025",525.8429942
"524","해상풍력","OSP_CN_REN_50","2030",2066.579861
"525","해상풍력","OSP_CN_REN_50","2035",2066.579861
"526","해상풍력","OSP_CN_REN_50","2040",2066.579861
"527","해상풍력","OSP_CN_REN_50","2045",2066.579861
"528","해상풍력","OSP_CN_REN_50","2050",2030.939635
"529","ESS","OSP_CN_REN_60","2017",0
"530","ESS","OSP_CN_REN_60","2020",0
"531","ESS","OSP_CN_REN_60","2025",0
"532","ESS","OSP_CN_REN_60","2030",0
"533","ESS","OSP_CN_REN_60","2035",107.8371155
"534","ESS","OSP_CN_REN_60","2040",103.5669202
"535","ESS","OSP_CN_REN_60","2045",745.821265
"536","ESS","OSP_CN_REN_60","2050",2469.953827
"537","기타재생","OSP_CN_REN_60","2017",1486.104225092
"538","기타재생","OSP_CN_REN_60","2020",1879.592143026
"539","기타재생","OSP_CN_REN_60","2025",1987.372730226
"540","기타재생","OSP_CN_REN_60","2030",2061.236349426
"541","기타재생","OSP_CN_REN_60","2035",2229.012284466
"542","기타재생","OSP_CN_REN_60","2040",2229.012284466
"543","기타재생","OSP_CN_REN_60","2045",2229.012284466
"544","기타재생","OSP_CN_REN_60","2050",2229.012284466
"545","석유","OSP_CN_REN_60","2017",277.076774436
"546","석유","OSP_CN_REN_60","2020",164.76016644
"547","석유","OSP_CN_REN_60","2025",83.28985949
"548","석유","OSP_CN_REN_60","2030",89.413578205
"549","석유","OSP_CN_REN_60","2035",0
"550","석유","OSP_CN_REN_60","2040",0
"551","석유","OSP_CN_REN_60","2045",0
"552","석유","OSP_CN_REN_60","2050",0
"553","석탄","OSP_CN_REN_60","2017",20359.7906381
"554","석탄","OSP_CN_REN_60","2020",20373.1756601
"555","석탄","OSP_CN_REN_60","2025",19045.6436261
"556","석탄","OSP_CN_REN_60","2030",14212.8003861
"557","석탄","OSP_CN_REN_60","2035",11012.166702
"558","석탄","OSP_CN_REN_60","2040",3236.741743
"559","석탄","OSP_CN_REN_60","2045",0
"560","석탄","OSP_CN_REN_60","2050",0
"561","신에너지","OSP_CN_REN_60","2017",233.4491227
"562","신에너지","OSP_CN_REN_60","2020",737.9979574
"563","신에너지","OSP_CN_REN_60","2025",1279.4273511
"564","신에너지","OSP_CN_REN_60","2030",2224.8994883
"565","신에너지","OSP_CN_REN_60","2035",2441.4284881
"566","신에너지","OSP_CN_REN_60","2040",3577.6176344
"567","신에너지","OSP_CN_REN_60","2045",3376.6225918
"568","신에너지","OSP_CN_REN_60","2050",4050.9300003
"569","양수","OSP_CN_REN_60","2017",0
"570","양수","OSP_CN_REN_60","2020",360
"571","양수","OSP_CN_REN_60","2025",360
"572","양수","OSP_CN_REN_60","2030",398.29787234
"573","양수","OSP_CN_REN_60","2035",497.8723404
"574","양수","OSP_CN_REN_60","2040",497.8723404
"575","양수","OSP_CN_REN_60","2045",497.8723404
"576","양수","OSP_CN_REN_60","2050",497.8723404
"577","원자력","OSP_CN_REN_60","2017",12722.404137
"578","원자력","OSP_CN_REN_60","2020",13755.9693806
"579","원자력","OSP_CN_REN_60","2025",14998.460975
"580","원자력","OSP_CN_REN_60","2030",12069.918346
"581","원자력","OSP_CN_REN_60","2035",10294.930354
"582","원자력","OSP_CN_REN_60","2040",9111.605026
"583","원자력","OSP_CN_REN_60","2045",6744.95437
"584","원자력","OSP_CN_REN_60","2050",6744.95437
"585","천연가스CC","OSP_CN_REN_60","2017",4600.7170367
"586","천연가스CC","OSP_CN_REN_60","2020",3536.83407636
"587","천연가스CC","OSP_CN_REN_60","2025",2172.6433887
"588","천연가스CC","OSP_CN_REN_60","2030",7887.0963297
"589","천연가스CC","OSP_CN_REN_60","2035",7749.91666903
"590","천연가스CC","OSP_CN_REN_60","2040",15636.232635
"591","천연가스CC","OSP_CN_REN_60","2045",15945.778977
"592","천연가스CC","OSP_CN_REN_60","2050",7692.780105
"593","태양광","OSP_CN_REN_60","2017",593.2285051
"594","태양광","OSP_CN_REN_60","2020",1678.8336021
"595","태양광","OSP_CN_REN_60","2025",3682.7031141
"596","태양광","OSP_CN_REN_60","2030",4556.8826821
"597","태양광","OSP_CN_REN_60","2035",8694.8325821
"598","태양광","OSP_CN_REN_60","2040",13289.38854
"599","태양광","OSP_CN_REN_60","2045",17895.70828
"600","태양광","OSP_CN_REN_60","2050",26459.28028
"601","풍력","OSP_CN_REN_60","2017",185.9827939
"602","풍력","OSP_CN_REN_60","2020",225.38809692
"603","풍력","OSP_CN_REN_60","2025",1124.0917786
"604","풍력","OSP_CN_REN_60","2030",1388.0831686
"605","풍력","OSP_CN_REN_60","2035",4915.8909596
"606","풍력","OSP_CN_REN_60","2040",4679.048742
"607","풍력","OSP_CN_REN_60","2045",4607.402627
"608","풍력","OSP_CN_REN_60","2050",4631.158454
"609","해상풍력","OSP_CN_REN_60","2017",0
"610","해상풍력","OSP_CN_REN_60","2020",79.7504196
"611","해상풍력","OSP_CN_REN_60","2025",525.8429942
"612","해상풍력","OSP_CN_REN_60","2030",2066.579861
"613","해상풍력","OSP_CN_REN_60","2035",2066.579861
"614","해상풍력","OSP_CN_REN_60","2040",2066.579861
"615","해상풍력","OSP_CN_REN_60","2045",2030.939635
"616","해상풍력","OSP_CN_REN_60","2050",2027.782821
"617","ESS","OSP_CN_REN_70","2017",0
"618","ESS","OSP_CN_REN_70","2020",0
"619","ESS","OSP_CN_REN_70","2025",0
"620","ESS","OSP_CN_REN_70","2030",0
"621","ESS","OSP_CN_REN_70","2035",107.8371155
"622","ESS","OSP_CN_REN_70","2040",61.36180697
"623","ESS","OSP_CN_REN_70","2045",1042.365292
"624","ESS","OSP_CN_REN_70","2050",3635.012659
"625","기타재생","OSP_CN_REN_70","2017",1486.104225092
"626","기타재생","OSP_CN_REN_70","2020",1879.592143026
"627","기타재생","OSP_CN_REN_70","2025",1987.372730226
"628","기타재생","OSP_CN_REN_70","2030",2061.236349426
"629","기타재생","OSP_CN_REN_70","2035",2229.012284466
"630","기타재생","OSP_CN_REN_70","2040",2229.012284466
"631","기타재생","OSP_CN_REN_70","2045",2229.012284466
"632","기타재생","OSP_CN_REN_70","2050",2261.507184376
"633","석유","OSP_CN_REN_70","2017",277.076774436
"634","석유","OSP_CN_REN_70","2020",164.76016644
"635","석유","OSP_CN_REN_70","2025",83.28985949
"636","석유","OSP_CN_REN_70","2030",89.413578205
"637","석유","OSP_CN_REN_70","2035",0
"638","석유","OSP_CN_REN_70","2040",0
"639","석유","OSP_CN_REN_70","2045",0
"640","석유","OSP_CN_REN_70","2050",0
"641","석탄","OSP_CN_REN_70","2017",20359.7906381
"642","석탄","OSP_CN_REN_70","2020",20373.1756601
"643","석탄","OSP_CN_REN_70","2025",19045.6436261
"644","석탄","OSP_CN_REN_70","2030",14212.8003861
"645","석탄","OSP_CN_REN_70","2035",10340.231348
"646","석탄","OSP_CN_REN_70","2040",2052.789329
"647","석탄","OSP_CN_REN_70","2045",0
"648","석탄","OSP_CN_REN_70","2050",0
"649","신에너지","OSP_CN_REN_70","2017",233.4491227
"650","신에너지","OSP_CN_REN_70","2020",737.9979574
"651","신에너지","OSP_CN_REN_70","2025",1279.4273511
"652","신에너지","OSP_CN_REN_70","2030",2224.8994883
"653","신에너지","OSP_CN_REN_70","2035",2441.4284884
"654","신에너지","OSP_CN_REN_70","2040",3531.0966327
"655","신에너지","OSP_CN_REN_70","2045",3376.6225918
"656","신에너지","OSP_CN_REN_70","2050",4050.9299995
"657","양수","OSP_CN_REN_70","2017",0
"658","양수","OSP_CN_REN_70","2020",360
"659","양수","OSP_CN_REN_70","2025",360
"660","양수","OSP_CN_REN_70","2030",398.29787234
"661","양수","OSP_CN_REN_70","2035",497.8723404
"662","양수","OSP_CN_REN_70","2040",497.8723404
"663","양수","OSP_CN_REN_70","2045",497.8723404
"664","양수","OSP_CN_REN_70","2050",497.8723404
"665","원자력","OSP_CN_REN_70","2017",12722.404137
"666","원자력","OSP_CN_REN_70","2020",13755.9693806
"667","원자력","OSP_CN_REN_70","2025",14998.460975
"668","원자력","OSP_CN_REN_70","2030",12069.918346
"669","원자력","OSP_CN_REN_70","2035",10294.930354
"670","원자력","OSP_CN_REN_70","2040",9111.605026
"671","원자력","OSP_CN_REN_70","2045",6744.95437
"672","원자력","OSP_CN_REN_70","2050",6744.95437
"673","천연가스CC","OSP_CN_REN_70","2017",4600.7170367
"674","천연가스CC","OSP_CN_REN_70","2020",3536.8340768
"675","천연가스CC","OSP_CN_REN_70","2025",2172.6433887
"676","천연가스CC","OSP_CN_REN_70","2030",7738.3201767
"677","천연가스CC","OSP_CN_REN_70","2035",8212.82669203
"678","천연가스CC","OSP_CN_REN_70","2040",16640.914232
"679","천연가스CC","OSP_CN_REN_70","2045",13958.5543446
"680","천연가스CC","OSP_CN_REN_70","2050",5709.401466
"681","태양광","OSP_CN_REN_70","2017",593.2285051
"682","태양광","OSP_CN_REN_70","2020",1678.8336021
"683","태양광","OSP_CN_REN_70","2025",3682.7031141
"684","태양광","OSP_CN_REN_70","2030",4693.6952411
"685","태양광","OSP_CN_REN_70","2035",8903.8579131
"686","태양광","OSP_CN_REN_70","2040",13486.19375
"687","태양광","OSP_CN_REN_70","2045",19876.83989
"688","태양광","OSP_CN_REN_70","2050",28491.53015
"689","풍력","OSP_CN_REN_70","2017",185.9827939
"690","풍력","OSP_CN_REN_70","2020",225.38809692
"691","풍력","OSP_CN_REN_70","2025",1124.0917786
"692","풍력","OSP_CN_REN_70","2030",1388.0831686
"693","풍력","OSP_CN_REN_70","2035",4915.8909596
"694","풍력","OSP_CN_REN_70","2040",4679.048742
"695","풍력","OSP_CN_REN_70","2045",4651.886423
"696","풍력","OSP_CN_REN_70","2050",4643.093906
"697","해상풍력","OSP_CN_REN_70","2017",0
"698","해상풍력","OSP_CN_REN_70","2020",79.7504196
"699","해상풍력","OSP_CN_REN_70","2025",525.8429942
"700","해상풍력","OSP_CN_REN_70","2030",2066.579861
"701","해상풍력","OSP_CN_REN_70","2035",2066.579861
"702","해상풍력","OSP_CN_REN_70","2040",2066.579861
"703","해상풍력","OSP_CN_REN_70","2045",2034.93616
"704","해상풍력","OSP_CN_REN_70","2050",2037.07066
"705","ESS","OSP_CN_REN_80","2017",0
"706","ESS","OSP_CN_REN_80","2020",0
"707","ESS","OSP_CN_REN_80","2025",0
"708","ESS","OSP_CN_REN_80","2030",0
"709","ESS","OSP_CN_REN_80","2035",107.8371155
"710","ESS","OSP_CN_REN_80","2040",44.74447822
"711","ESS","OSP_CN_REN_80","2045",1207.017641
"712","ESS","OSP_CN_REN_80","2050",5549.149127
"713","기타재생","OSP_CN_REN_80","2017",1486.104225092
"714","기타재생","OSP_CN_REN_80","2020",1879.592143026
"715","기타재생","OSP_CN_REN_80","2025",1987.372730226
"716","기타재생","OSP_CN_REN_80","2030",2061.236349426
"717","기타재생","OSP_CN_REN_80","2035",2229.012284466
"718","기타재생","OSP_CN_REN_80","2040",2229.012284466
"719","기타재생","OSP_CN_REN_80","2045",2229.012284466
"720","기타재생","OSP_CN_REN_80","2050",2258.967871406
"721","석유","OSP_CN_REN_80","2017",277.076774436
"722","석유","OSP_CN_REN_80","2020",164.76016644
"723","석유","OSP_CN_REN_80","2025",83.28985949
"724","석유","OSP_CN_REN_80","2030",89.413578205
"725","석유","OSP_CN_REN_80","2035",0
"726","석유","OSP_CN_REN_80","2040",0
"727","석유","OSP_CN_REN_80","2045",0
"728","석유","OSP_CN_REN_80","2050",0
"729","석탄","OSP_CN_REN_80","2017",20359.7906381
"730","석탄","OSP_CN_REN_80","2020",20373.1756601
"731","석탄","OSP_CN_REN_80","2025",19045.6436261
"732","석탄","OSP_CN_REN_80","2030",14212.8003861
"733","석탄","OSP_CN_REN_80","2035",9667.46933
"734","석탄","OSP_CN_REN_80","2040",804.3449027
"735","석탄","OSP_CN_REN_80","2045",0
"736","석탄","OSP_CN_REN_80","2050",0
"737","신에너지","OSP_CN_REN_80","2017",233.4491227
"738","신에너지","OSP_CN_REN_80","2020",737.9979574
"739","신에너지","OSP_CN_REN_80","2025",1279.4273511
"740","신에너지","OSP_CN_REN_80","2030",2224.8994883
"741","신에너지","OSP_CN_REN_80","2035",2441.4284883
"742","신에너지","OSP_CN_REN_80","2040",3435.98067233
"743","신에너지","OSP_CN_REN_80","2045",3376.6225918
"744","신에너지","OSP_CN_REN_80","2050",4050.9299996
"745","양수","OSP_CN_REN_80","2017",0
"746","양수","OSP_CN_REN_80","2020",360
"747","양수","OSP_CN_REN_80","2025",360
"748","양수","OSP_CN_REN_80","2030",398.29787234
"749","양수","OSP_CN_REN_80","2035",497.8723404
"750","양수","OSP_CN_REN_80","2040",497.8723404
"751","양수","OSP_CN_REN_80","2045",497.8723404
"752","양수","OSP_CN_REN_80","2050",497.8723404
"753","원자력","OSP_CN_REN_80","2017",12722.404137
"754","원자력","OSP_CN_REN_80","2020",13755.9693806
"755","원자력","OSP_CN_REN_80","2025",14998.460975
"756","원자력","OSP_CN_REN_80","2030",12069.918346
"757","원자력","OSP_CN_REN_80","2035",10294.930354
"758","원자력","OSP_CN_REN_80","2040",9111.605026
"759","원자력","OSP_CN_REN_80","2045",6744.95437
"760","원자력","OSP_CN_REN_80","2050",6744.95437
"761","천연가스CC","OSP_CN_REN_80","2017",4600.7170367
"762","천연가스CC","OSP_CN_REN_80","2020",3536.8340767
"763","천연가스CC","OSP_CN_REN_80","2025",2172.6433887
"764","천연가스CC","OSP_CN_REN_80","2030",7589.5440237
"765","천연가스CC","OSP_CN_REN_80","2035",8677.36079703
"766","천연가스CC","OSP_CN_REN_80","2040",17858.553166
"767","천연가스CC","OSP_CN_REN_80","2045",11970.97236471
"768","천연가스CC","OSP_CN_REN_80","2050",3726.022826
"769","태양광","OSP_CN_REN_80","2017",593.2285051
"770","태양광","OSP_CN_REN_80","2020",1678.8336021
"771","태양광","OSP_CN_REN_80","2025",3682.7031141
"772","태양광","OSP_CN_REN_80","2030",4830.5077991
"773","태양광","OSP_CN_REN_80","2035",9112.0858261
"774","태양광","OSP_CN_REN_80","2040",13597.03839
"775","태양광","OSP_CN_REN_80","2045",22086.27967
"776","태양광","OSP_CN_REN_80","2050",30828.76123
"777","풍력","OSP_CN_REN_80","2017",185.9827939
"778","풍력","OSP_CN_REN_80","2020",225.38809692
"779","풍력","OSP_CN_REN_80","2025",1124.0917786
"780","풍력","OSP_CN_REN_80","2030",1388.0831686
"781","풍력","OSP_CN_REN_80","2035",4915.8909596
"782","풍력","OSP_CN_REN_80","2040",4679.048742
"783","풍력","OSP_CN_REN_80","2045",4607.402627
"784","풍력","OSP_CN_REN_80","2050",4633.047198
"785","해상풍력","OSP_CN_REN_80","2017",0
"786","해상풍력","OSP_CN_REN_80","2020",79.7504196
"787","해상풍력","OSP_CN_REN_80","2025",525.8429942
"788","해상풍력","OSP_CN_REN_80","2030",2066.579861
"789","해상풍력","OSP_CN_REN_80","2035",2066.579861
"790","해상풍력","OSP_CN_REN_80","2040",2066.579861
"791","해상풍력","OSP_CN_REN_80","2045",2025.629945
"792","해상풍력","OSP_CN_REN_80","2050",2044.150819
"793","ESS","OSP_CN_REN_90","2017",0
"794","ESS","OSP_CN_REN_90","2020",0
"795","ESS","OSP_CN_REN_90","2025",0
"796","ESS","OSP_CN_REN_90","2030",0
"797","ESS","OSP_CN_REN_90","2035",107.8371155
"798","ESS","OSP_CN_REN_90","2040",63.95048322
"799","ESS","OSP_CN_REN_90","2045",1605.113403
"800","ESS","OSP_CN_REN_90","2050",7568.877155
"801","기타재생","OSP_CN_REN_90","2017",1486.104225092
"802","기타재생","OSP_CN_REN_90","2020",1879.592143026
"803","기타재생","OSP_CN_REN_90","2025",1987.372730226
"804","기타재생","OSP_CN_REN_90","2030",2061.236349426
"805","기타재생","OSP_CN_REN_90","2035",2229.012284466
"806","기타재생","OSP_CN_REN_90","2040",2229.012284466
"807","기타재생","OSP_CN_REN_90","2045",2229.012284466
"808","기타재생","OSP_CN_REN_90","2050",2258.823701806
"809","석유","OSP_CN_REN_90","2017",277.076774436
"810","석유","OSP_CN_REN_90","2020",164.76016644
"811","석유","OSP_CN_REN_90","2025",83.28985949
"812","석유","OSP_CN_REN_90","2030",89.413578205
"813","석유","OSP_CN_REN_90","2035",0
"814","석유","OSP_CN_REN_90","2040",0
"815","석유","OSP_CN_REN_90","2045",0
"816","석유","OSP_CN_REN_90","2050",0
"817","석탄","OSP_CN_REN_90","2017",20359.7906381
"818","석탄","OSP_CN_REN_90","2020",20373.1756601
"819","석탄","OSP_CN_REN_90","2025",19045.6436261
"820","석탄","OSP_CN_REN_90","2030",14212.8003861
"821","석탄","OSP_CN_REN_90","2035",8991.1872992
"822","석탄","OSP_CN_REN_90","2040",0
"823","석탄","OSP_CN_REN_90","2045",0
"824","석탄","OSP_CN_REN_90","2050",0
"825","신에너지","OSP_CN_REN_90","2017",233.4491227
"826","신에너지","OSP_CN_REN_90","2020",737.9979574
"827","신에너지","OSP_CN_REN_90","2025",1279.4273511
"828","신에너지","OSP_CN_REN_90","2030",2224.8994883
"829","신에너지","OSP_CN_REN_90","2035",2441.4284886
"830","신에너지","OSP_CN_REN_90","2040",3376.6225918
"831","신에너지","OSP_CN_REN_90","2045",3376.6225918
"832","신에너지","OSP_CN_REN_90","2050",4050.9299998
"833","양수","OSP_CN_REN_90","2017",0
"834","양수","OSP_CN_REN_90","2020",360
"835","양수","OSP_CN_REN_90","2025",360
"836","양수","OSP_CN_REN_90","2030",398.29787234
"837","양수","OSP_CN_REN_90","2035",497.8723404
"838","양수","OSP_CN_REN_90","2040",497.8723404
"839","양수","OSP_CN_REN_90","2045",497.8723404
"840","양수","OSP_CN_REN_90","2050",497.8723404
"841","원자력","OSP_CN_REN_90","2017",12722.404137
"842","원자력","OSP_CN_REN_90","2020",13755.9693806
"843","원자력","OSP_CN_REN_90","2025",14998.460975
"844","원자력","OSP_CN_REN_90","2030",12069.918346
"845","원자력","OSP_CN_REN_90","2035",10294.930354
"846","원자력","OSP_CN_REN_90","2040",9111.605026
"847","원자력","OSP_CN_REN_90","2045",6744.95437
"848","원자력","OSP_CN_REN_90","2050",6744.95437
"849","천연가스CC","OSP_CN_REN_90","2017",4600.7170367
"850","천연가스CC","OSP_CN_REN_90","2020",3536.83407671
"851","천연가스CC","OSP_CN_REN_90","2025",2172.6433887
"852","천연가스CC","OSP_CN_REN_90","2030",7440.7678707
"853","천연가스CC","OSP_CN_REN_90","2035",9148.80556896
"854","천연가스CC","OSP_CN_REN_90","2040",18140.733736
"855","천연가스CC","OSP_CN_REN_90","2045",9983.2585933
"856","천연가스CC","OSP_CN_REN_90","2050",1742.6441858
"857","태양광","OSP_CN_REN_90","2017",593.2285051
"858","태양광","OSP_CN_REN_90","2020",1678.8336021
"859","태양광","OSP_CN_REN_90","2025",3682.7031141
"860","태양광","OSP_CN_REN_90","2030",4967.3203581
"861","태양광","OSP_CN_REN_90","2035",9316.9230851
"862","태양광","OSP_CN_REN_90","2040",14441.65226
"863","태양광","OSP_CN_REN_90","2045",24345.61151
"864","태양광","OSP_CN_REN_90","2050",33299.18398
"865","풍력","OSP_CN_REN_90","2017",185.9827939
"866","풍력","OSP_CN_REN_90","2020",225.38809692
"867","풍력","OSP_CN_REN_90","2025",1124.0917786
"868","풍력","OSP_CN_REN_90","2030",1388.0831686
"869","풍력","OSP_CN_REN_90","2035",4915.8909596
"870","풍력","OSP_CN_REN_90","2040",4595.380688
"871","풍력","OSP_CN_REN_90","2045",4598.35389
"872","풍력","OSP_CN_REN_90","2050",4598.181513
"873","해상풍력","OSP_CN_REN_90","2017",0
"874","해상풍력","OSP_CN_REN_90","2020",79.7504196
"875","해상풍력","OSP_CN_REN_90","2025",525.8429942
"876","해상풍력","OSP_CN_REN_90","2030",2066.579861
"877","해상풍력","OSP_CN_REN_90","2035",2066.579861
"878","해상풍력","OSP_CN_REN_90","2040",2025.629945
"879","해상풍력","OSP_CN_REN_90","2045",1962.708541
"880","해상풍력","OSP_CN_REN_90","2050",2025.424974
"881","ESS","OSP_NET_ZERO","2017",0
"882","ESS","OSP_NET_ZERO","2020",0
"883","ESS","OSP_NET_ZERO","2025",0
"884","ESS","OSP_NET_ZERO","2030",0
"885","ESS","OSP_NET_ZERO","2035",107.8371155
"886","ESS","OSP_NET_ZERO","2040",584.9263068
"887","ESS","OSP_NET_ZERO","2045",3109.58794
"888","ESS","OSP_NET_ZERO","2050",11278.33328
"889","기타재생","OSP_NET_ZERO","2017",1486.104225092
"890","기타재생","OSP_NET_ZERO","2020",1879.592143026
"891","기타재생","OSP_NET_ZERO","2025",1987.372730226
"892","기타재생","OSP_NET_ZERO","2030",2061.236349426
"893","기타재생","OSP_NET_ZERO","2035",2229.012284466
"894","기타재생","OSP_NET_ZERO","2040",2229.012284466
"895","기타재생","OSP_NET_ZERO","2045",2229.012284466
"896","기타재생","OSP_NET_ZERO","2050",2247.279912146
"897","석유","OSP_NET_ZERO","2017",277.076774436
"898","석유","OSP_NET_ZERO","2020",164.76016644
"899","석유","OSP_NET_ZERO","2025",83.28985949
"900","석유","OSP_NET_ZERO","2030",89.413578205
"901","석유","OSP_NET_ZERO","2035",0
"902","석유","OSP_NET_ZERO","2040",0
"903","석유","OSP_NET_ZERO","2045",0
"904","석유","OSP_NET_ZERO","2050",0
"905","석탄","OSP_NET_ZERO","2017",20359.7906381
"906","석탄","OSP_NET_ZERO","2020",20373.1756601
"907","석탄","OSP_NET_ZERO","2025",19045.6436261
"908","석탄","OSP_NET_ZERO","2030",14212.8003861
"909","석탄","OSP_NET_ZERO","2035",8313.699249
"910","석탄","OSP_NET_ZERO","2040",0
"911","석탄","OSP_NET_ZERO","2045",0
"912","석탄","OSP_NET_ZERO","2050",0
"913","신에너지","OSP_NET_ZERO","2017",233.4491227
"914","신에너지","OSP_NET_ZERO","2020",737.9979574
"915","신에너지","OSP_NET_ZERO","2025",1279.4273511
"916","신에너지","OSP_NET_ZERO","2030",2224.8994883
"917","신에너지","OSP_NET_ZERO","2035",2441.4284878
"918","신에너지","OSP_NET_ZERO","2040",3376.6225918
"919","신에너지","OSP_NET_ZERO","2045",3492.3455922
"920","신에너지","OSP_NET_ZERO","2050",4050.9299999
"921","양수","OSP_NET_ZERO","2017",0
"922","양수","OSP_NET_ZERO","2020",360
"923","양수","OSP_NET_ZERO","2025",360
"924","양수","OSP_NET_ZERO","2030",398.29787234
"925","양수","OSP_NET_ZERO","2035",497.8723404
"926","양수","OSP_NET_ZERO","2040",497.8723404
"927","양수","OSP_NET_ZERO","2045",497.8723404
"928","양수","OSP_NET_ZERO","2050",497.8723404
"929","원자력","OSP_NET_ZERO","2017",12722.404137
"930","원자력","OSP_NET_ZERO","2020",13755.9693806
"931","원자력","OSP_NET_ZERO","2025",14998.460975
"932","원자력","OSP_NET_ZERO","2030",12069.918346
"933","원자력","OSP_NET_ZERO","2035",10294.930354
"934","원자력","OSP_NET_ZERO","2040",9111.605026
"935","원자력","OSP_NET_ZERO","2045",6744.95437
"936","원자력","OSP_NET_ZERO","2050",6744.95437
"937","천연가스CC","OSP_NET_ZERO","2017",4600.7170367
"938","천연가스CC","OSP_NET_ZERO","2020",3536.83407598
"939","천연가스CC","OSP_NET_ZERO","2025",2172.6433887
"940","천연가스CC","OSP_NET_ZERO","2030",7291.9917177
"941","천연가스CC","OSP_NET_ZERO","2035",9622.35926303
"942","천연가스CC","OSP_NET_ZERO","2040",16738.582618
"943","천연가스CC","OSP_NET_ZERO","2045",7995.547872
"944","천연가스CC","OSP_NET_ZERO","2050",0
"945","태양광","OSP_NET_ZERO","2017",593.2285051
"946","태양광","OSP_NET_ZERO","2020",1678.8336021
"947","태양광","OSP_NET_ZERO","2025",3682.7031141
"948","태양광","OSP_NET_ZERO","2030",5114.2410071
"949","태양광","OSP_NET_ZERO","2035",9520.8574411
"950","태양광","OSP_NET_ZERO","2040",15951.10656
"951","태양광","OSP_NET_ZERO","2045",26305.09274
"952","태양광","OSP_NET_ZERO","2050",39189.71565
"953","풍력","OSP_NET_ZERO","2017",185.9827939
"954","풍력","OSP_NET_ZERO","2020",225.38809692
"955","풍력","OSP_NET_ZERO","2025",1124.0917786
"956","풍력","OSP_NET_ZERO","2030",1388.0831686
"957","풍력","OSP_NET_ZERO","2035",4915.8909596
"958","풍력","OSP_NET_ZERO","2040",4595.380688
"959","풍력","OSP_NET_ZERO","2045",4612.235458
"960","풍력","OSP_NET_ZERO","2050",4564.313896
"961","해상풍력","OSP_NET_ZERO","2017",0
"962","해상풍력","OSP_NET_ZERO","2020",79.7504196
"963","해상풍력","OSP_NET_ZERO","2025",525.8429942
"964","해상풍력","OSP_NET_ZERO","2030",2066.579861
"965","해상풍력","OSP_NET_ZERO","2035",2066.579861
"966","해상풍력","OSP_NET_ZERO","2040",2029.626471
"967","해상풍력","OSP_NET_ZERO","2045",2027.782821
"968","해상풍력","OSP_NET_ZERO","2050",2015.905304
