scenario,process,2017,2020,2025,2030,2035,2040,2045,2050,2055,2060
HDG65,ELC-CHP-OUT,8933.843369,11031.89277,9185.050201,2614.239729,,,,,,
HDG65,ELC-REN-SPV-OUT,6898.005873,19521.32096,42822.12924,192772.8904,353264.1768,395263.7063,314155.9297,328232.068,311395.1203,300304.9097
HDG65,ELC-REN-WND-OUT,2162.590627,3548.122285,19185.28806,35259.294,72795.17974,138629.1353,155239.47,97364.9275,109223.8808,120314.0914
HDG65,ELC11PP-ANS1E,4428.669988,2979.785302,2979.785302,,,,,,,
HDG65,ELC14PP-BSCTP1E,229808.272,228699.2526,174961.4616,5908.272254,,,,,,
HDG65,ELC14PP-BSCTP1N,,,42591.0556,,,,,,,
HDG65,ELC14PP-IGCC1E,1286.331115,2337.151658,2337.151658,789.9996709,,,,,,
HDG65,ELC51NGL-NGLCCwCHP1E,21251.71565,21251.71565,21251.71565,21251.71565,19914.31928,16251.41486,12588.51044,,,
HDG65,ELC51PP-NGLCC1E,92656.8095,82993.40305,65821.65452,157255.2939,117444.19,82618.81879,,,,
HDG65,ELC51PP-NGLCC1N,,14337.59812,41594.6416,104776.0393,60640.07029,5231.580656,,,,
HDG65,ELC51PP-NGLCCCC1N,,,,,,,,38793.34046,37761.05043,37761.05043
HDG65,ELC51PP-NGLCT1N,,,,4329.510209,,,,,,
HDG65,ELC62PP-NURAPR1N,,9631.717786,48158.58893,48158.58893,48158.58893,48158.58893,48158.58893,48158.58893,48158.58893,48158.58893
HDG65,ELC62PP-NUROPR1E,76905.34471,78429.70197,78429.70197,78429.70197,71549.90355,57790.30672,30271.11304,30271.11304,9631.717786,9631.717786
HDG65,ELC62PP-NURPWR1E,56329.79196,57446.3168,33367.02233,13759.59684,,,,,,
HDG65,ELC63PP-EUROPR1E,14699.79515,14445.39578,14445.39578,,,,,,,
HDG65,ELC64PP-GHY1E,2264.558089,2772.567527,2772.567527,2772.567527,2772.567527,2772.567527,2772.567527,2772.567527,2772.567527,2772.567527
HDG65,ELC65PP-PHY1E,,4186.046512,4186.046512,4186.046512,4186.046512,5148.893721,4186.046512,4186.046512,4186.046512,4186.046512
HDG65,ELC65PP-PHY1N,,,,445.324097,1603.166749,1971.916744,1603.166749,1603.166749,1603.166749,1603.166749
HDG65,ELC66PP-SHY04MW1E,7.373502813,6.222492837,6.222492837,6.222492837,6.222492837,6.222492837,6.222492837,6.222492837,6.222492837,6.222492837
HDG65,ELC66PP-SHY3MW1E,151.5552024,92.45572667,92.45572667,92.45572667,92.45572667,92.45572667,92.45572667,92.45572667,92.45572667,92.45572667
