scenario,process,2017,2020,2025,2030,2035,2040,2045,2050,2055,2060
HDGIMP70,ELC-CHP-OUT,8933.843369,11031.89277,9185.050201,3070.341901,,,,,,
HDGIMP70,ELC-REN-SPV-OUT,6898.005873,19521.32096,42822.12924,184116.9732,360595.856,367836.4722,277126.6174,227762.1352,249516.1807,243643.2586
HDGIMP70,ELC-REN-WND-OUT,2162.590627,3548.122285,19185.28806,34940.52603,81412.26038,168525.3141,173378.7053,146293.3321,124539.2866,130412.2086
HDGIMP70,ELC11PP-ANS1E,4428.669988,2979.785302,2979.785302,,,,,,,
HDGIMP70,ELC14PP-BSCTP1E,229808.272,228699.2526,174961.4616,9297.341253,,,,,,
HDGIMP70,ELC14PP-BSCTP1N,,,42591.0556,,,,,,,
HDGIMP70,ELC14PP-IGCC1E,1286.331115,2337.151658,2337.151658,2045.683358,,,,,,
HDGIMP70,ELC51NGL-NGLCCwCHP1E,21251.71565,21251.71565,21251.71565,21251.71565,19914.31928,16251.41486,12588.51044,,,
HDGIMP70,ELC51PP-NGLCC1E,92656.8095,89308.26686,82155.54649,158231.6022,111442.6597,77208.88324,,,,
HDGIMP70,ELC51PP-NGLCC1N,,7105.692463,26240.07985,105519.0153,47258.67798,4908.599123,,,,
HDGIMP70,ELC51PP-NGLCT1N,,,,5070.152392,,,,,,
HDGIMP70,ELC62PP-NURAPR1N,,9631.717786,48158.58893,48158.58893,48158.58893,48158.58893,48158.58893,48158.58893,48158.58893,48158.58893
HDGIMP70,ELC62PP-NUROPR1E,76905.34471,78429.70197,78429.70197,78429.70197,71549.90355,57790.30672,30271.11304,30271.11304,9631.717786,9631.717786
HDGIMP70,ELC62PP-NURPWR1E,56329.79196,57446.3168,33367.02233,13759.59684,,,,,,
HDGIMP70,ELC63PP-EUROPR1E,14699.79515,14445.39578,14445.39578,,,,,,,
HDGIMP70,ELC64PP-GHY1E,2264.558089,2772.567527,2772.567527,2772.567527,2772.567527,2772.567527,2772.567527,2772.567527,2772.567527,2772.567527
HDGIMP70,ELC65PP-PHY1E,,4186.046512,4186.046512,4186.046512,4186.046512,5148.893721,4186.046512,4186.046512,4186.046512,4186.046512
HDGIMP70,ELC65PP-PHY1N,,,,445.324097,1603.166749,1971.916744,1603.166749,1603.166749,1603.166749,1603.166749
HDGIMP70,ELC66PP-SHY04MW1E,7.373502813,6.222492837,6.222492837,6.222492837,6.222492837,6.222492837,6.222492837,6.222492837,6.222492837,6.222492837
HDGIMP70,ELC66PP-SHY3MW1E,151.5552024,92.45572667,92.45572667,92.45572667,92.45572667,92.45572667,92.45572667,92.45572667,92.45572667,92.45572667
HDGIMP70,ELC66PP-SHY3MW1N,,38.56192744,152.4948949,310.2482344,508.3163163,508.3163163,508.3163163,508.3163163,508.3163163,508.3163163
HDGIMP70,ELC82PP-SPV1E,6898.005873,6898.005873,6898.005873,6675.271573,6314.373859,,,,,
HDGIMP70,ELC82PP-SPV1N,,12623.31508,35924.12336,188080.4414,384927.2014,429023.1214,502806.9155,502806.9155,502806.9155,502806.9155
HDGIMP70,ELC83PP-BMS1E,3728.815687,3728.815687,3728.815687,3728.815687,3728.815687,3728.815687,3728.815687,3728.815687,3728.815687,3728.815687
HDGIMP70,ELC83PP-BMS1N,,5035.258732,6174.588406,6875.71436,8628.529244,8628.529244,8628.529244,8628.529244,8628.529244,8628.529244
HDGIMP70,ELC83PP-BMSLFG1E,,,,,409.1682583,403.6492125,604.3355156,604.3355156,604.3355156,604.3355156
HDGIMP70,ELC83PP-BMSLFG1N,604.3355156,604.3355156,604.3355156,604.3355156,604.3355156,604.3355156,604.3355156,604.3355156,604.3355156,604.3355156
HDGIMP70,ELC89PP-WND1E,2162.590627,2299.06493,2526.522102,2753.979274,2746.954345,,,,,
