source,date,MWh
바이오매스,2017-03-18,0.04416
연료전지,2017-03-18,873.252329
태양광,2017-03-18,53.696883
폐기물,2017-03-18,322.774912
LNG,2017-03-19,929.677699
바이오가스,2017-03-19,114.7632
바이오매스,2017-03-19,0
연료전지,2017-03-19,862.852254
태양광,2017-03-19,57.449413
폐기물,2017-03-19,312.1295
LNG,2017-03-20,673.796342
바이오가스,2017-03-20,116.712
바이오매스,2017-03-20,0
연료전지,2017-03-20,832.558013
태양광,2017-03-20,18.913862
폐기물,2017-03-20,312.836736
LNG,2017-03-21,715.004293
바이오가스,2017-03-21,118.8528
바이오매스,2017-03-21,0
연료전지,2017-03-21,883.419526
태양광,2017-03-21,45.945343
폐기물,2017-03-21,315.238848
LNG,2017-03-22,434.915311
바이오가스,2017-03-22,114.168
바이오매스,2017-03-22,0
연료전지,2017-03-22,900.551882
태양광,2017-03-22,58.94178
폐기물,2017-03-22,322.361092
LNG,2017-03-23,222.586765
바이오가스,2017-03-23,119.5584
바이오매스,2017-03-23,0
연료전지,2017-03-23,901.926021
태양광,2017-03-23,50.348887
폐기물,2017-03-23,324.395026
LNG,2017-03-24,206.758827
바이오가스,2017-03-24,119.8368
바이오매스,2017-03-24,0
연료전지,2017-03-24,905.63175
태양광,2017-03-24,43.877779
폐기물,2017-03-24,325.207575
LNG,2017-03-25,258.305896
바이오가스,2017-03-25,119.64
바이오매스,2017-03-25,0
연료전지,2017-03-25,911.579947
태양광,2017-03-25,33.789205
폐기물,2017-03-25,324.85604
LNG,2017-03-26,769.324831
바이오가스,2017-03-26,119.5488
바이오매스,2017-03-26,0
연료전지,2017-03-26,914.197285
태양광,2017-03-26,37.307201
폐기물,2017-03-26,321.969897
LNG,2017-03-27,297.336925
바이오가스,2017-03-27,119.832
바이오매스,2017-03-27,0
연료전지,2017-03-27,913.954768
태양광,2017-03-27,25.780461
폐기물,2017-03-27,318.009496
LNG,2017-03-28,627.439952
바이오가스,2017-03-28,119.9328
바이오매스,2017-03-28,0
연료전지,2017-03-28,914.709004
태양광,2017-03-28,43.107826
폐기물,2017-03-28,318.45926
LNG,2017-03-29,489.154618
바이오가스,2017-03-29,119.7072
바이오매스,2017-03-29,0
연료전지,2017-03-29,914.812895
태양광,2017-03-29,57.82856
폐기물,2017-03-29,317.677456
LNG,2017-03-30,253.883765
바이오가스,2017-03-30,119.7504
바이오매스,2017-03-30,0
연료전지,2017-03-30,851.930764
태양광,2017-03-30,55.788976
폐기물,2017-03-30,314.593467
LNG,2017-03-31,751.982748
바이오가스,2017-03-31,119.7696
바이오매스,2017-03-31,0
연료전지,2017-03-31,844.953536
태양광,2017-03-31,14.083026
폐기물,2017-03-31,312.552144
LNG,2017-04-01,653.737191
바이오가스,2017-04-01,119.2464
바이오매스,2017-04-01,0
연료전지,2017-04-01,785.636209
태양광,2017-04-01,49.080683
폐기물,2017-04-01,323.317307
LNG,2017-04-02,659.111654
바이오가스,2017-04-02,119.976
바이오매스,2017-04-02,0
연료전지,2017-04-02,787.13222
태양광,2017-04-02,63.534261
폐기물,2017-04-02,320.778698
LNG,2017-04-03,648.158391
바이오가스,2017-04-03,119.352
바이오매스,2017-04-03,0
연료전지,2017-04-03,789.079263
태양광,2017-04-03,64.427262
폐기물,2017-04-03,324.507836
LNG,2017-04-04,491.599223
바이오가스,2017-04-04,116.9136
바이오매스,2017-04-04,0
연료전지,2017-04-04,729.282505
태양광,2017-04-04,57.709604
폐기물,2017-04-04,318.815223
LNG,2017-04-05,521.061159
바이오가스,2017-04-05,105.3936
바이오매스,2017-04-05,0
연료전지,2017-04-05,728.566298
태양광,2017-04-05,8.933514
폐기물,2017-04-05,324.821893
LNG,2017-04-06,579.176508
바이오가스,2017-04-06,110.4624
바이오매스,2017-04-06,0
연료전지,2017-04-06,729.317133
태양광,2017-04-06,20.170605
폐기물,2017-04-06,301.325986
LNG,2017-04-07,493.019486
바이오가스,2017-04-07,118.5024
바이오매스,2017-04-07,0
연료전지,2017-04-07,730.339516
태양광,2017-04-07,59.34106
폐기물,2017-04-07,319.389232
LNG,2017-04-08,430.236034
바이오가스,2017-04-08,118.8384
바이오매스,2017-04-08,0
연료전지,2017-04-08,728.790571
태양광,2017-04-08,48.773777
폐기물,2017-04-08,323.069106
LNG,2017-04-09,321.183325
바이오가스,2017-04-09,118.752
바이오매스,2017-04-09,0
연료전지,2017-04-09,727.671932
태양광,2017-04-09,50.115953
폐기물,2017-04-09,322.525403
LNG,2017-04-10,291.845266
바이오가스,2017-04-10,117.7248
바이오매스,2017-04-10,0
연료전지,2017-04-10,726.176462
태양광,2017-04-10,69.189879
폐기물,2017-04-10,315.624405
LNG,2017-04-11,165.210593
바이오가스,2017-04-11,117.984
바이오매스,2017-04-11,0
연료전지,2017-04-11,726.702059
태양광,2017-04-11,57.78831
폐기물,2017-04-11,316.382351
LNG,2017-04-12,318.450616
바이오가스,2017-04-12,118.9728
바이오매스,2017-04-12,0
연료전지,2017-04-12,731.787741
태양광,2017-04-12,69.873878
폐기물,2017-04-12,321.35833
LNG,2017-04-13,331.395669
바이오가스,2017-04-13,114.3168
바이오매스,2017-04-13,0
연료전지,2017-04-13,760.212348
태양광,2017-04-13,53.089619
폐기물,2017-04-13,320.111294
LNG,2017-04-14,326.560766
바이오가스,2017-04-14,118.1616
바이오매스,2017-04-14,0
연료전지,2017-04-14,783.470486
태양광,2017-04-14,25.327874
폐기물,2017-04-14,321.289648
LNG,2017-04-15,321.339122
바이오가스,2017-04-15,118.1712
바이오매스,2017-04-15,0
연료전지,2017-04-15,795.073067
태양광,2017-04-15,62.59197
폐기물,2017-04-15,310.610477
LNG,2017-04-16,303.989557
바이오가스,2017-04-16,118.1232
바이오매스,2017-04-16,0
연료전지,2017-04-16,804.816495
태양광,2017-04-16,50.996208
폐기물,2017-04-16,308.723161
LNG,2017-04-17,123.054716
바이오가스,2017-04-17,118.2672
바이오매스,2017-04-17,0
연료전지,2017-04-17,814.254164
태양광,2017-04-17,12.769392
폐기물,2017-04-17,300.867965
LNG,2017-04-18,183.537793
바이오가스,2017-04-18,118.5216
바이오매스,2017-04-18,0
연료전지,2017-04-18,819.971489
태양광,2017-04-18,19.679751
폐기물,2017-04-18,274.092172
LNG,2017-04-19,320.988559
바이오가스,2017-04-19,118.5936
바이오매스,2017-04-19,0
연료전지,2017-04-19,835.807266
태양광,2017-04-19,71.033626
폐기물,2017-04-19,282.107944
LNG,2017-04-20,236.417686
바이오가스,2017-04-20,105.336
바이오매스,2017-04-20,0
연료전지,2017-04-20,850.584886
태양광,2017-04-20,31.189458
폐기물,2017-04-20,282.953177
LNG,2017-04-21,229.990467
바이오가스,2017-04-21,118.5648
바이오매스,2017-04-21,0
연료전지,2017-04-21,864.695646
태양광,2017-04-21,55.7973
폐기물,2017-04-21,262.493179
LNG,2017-04-22,210.144666
바이오가스,2017-04-22,117.5856
바이오매스,2017-04-22,0
연료전지,2017-04-22,874.746465
태양광,2017-04-22,68.467406
폐기물,2017-04-22,219.434155
LNG,2017-04-23,171.947394
바이오가스,2017-04-23,119.04
바이오매스,2017-04-23,0
연료전지,2017-04-23,884.069745
태양광,2017-04-23,69.772583
폐기물,2017-04-23,218.329182
LNG,2017-04-24,0
바이오가스,2017-04-24,118.5504
바이오매스,2017-04-24,0.49896
연료전지,2017-04-24,891.327598
태양광,2017-04-24,64.95866
폐기물,2017-04-24,286.718116
LNG,2017-04-25,110.171161
바이오가스,2017-04-25,118.5504
바이오매스,2017-04-25,1.70112
연료전지,2017-04-25,872.530354
태양광,2017-04-25,45.828772
폐기물,2017-04-25,300.678946
LNG,2017-04-26,107.898519
바이오가스,2017-04-26,116.5344
바이오매스,2017-04-26,1.6248
연료전지,2017-04-26,893.843411
태양광,2017-04-26,70.736458
폐기물,2017-04-26,308.459656
LNG,2017-04-27,123.659609
바이오가스,2017-04-27,115.7904
바이오매스,2017-04-27,1.77
연료전지,2017-04-27,903.536309
태양광,2017-04-27,68.542331
폐기물,2017-04-27,308.7441
LNG,2017-04-28,126.788249
바이오가스,2017-04-28,117.1632
바이오매스,2017-04-28,1.64256
연료전지,2017-04-28,902.842351
태양광,2017-04-28,59.949561
폐기물,2017-04-28,300.487401
LNG,2017-04-29,117.644611
바이오가스,2017-04-29,116.9328
바이오매스,2017-04-29,1.37928
연료전지,2017-04-29,902.476306
태양광,2017-04-29,65.77691
폐기물,2017-04-29,305.483127
LNG,2017-04-30,10.993566
바이오가스,2017-04-30,72.936
바이오매스,2017-04-30,1.878
연료전지,2017-04-30,903.501884
태양광,2017-04-30,58.519401
폐기물,2017-04-30,306.070901
LNG,2017-05-01,0
바이오가스,2017-05-01,49.6416
바이오매스,2017-05-01,1.58112
연료전지,2017-05-01,902.607863
태양광,2017-05-01,64.310451
폐기물,2017-05-01,287.026801
LNG,2017-05-02,0
바이오가스,2017-05-02,51.2016
바이오매스,2017-05-02,0.49896
연료전지,2017-05-02,903.002331
태양광,2017-05-02,54.398496
폐기물,2017-05-02,286.680513
LNG,2017-05-03,0
바이오가스,2017-05-03,78.528
바이오매스,2017-05-03,1.19832
연료전지,2017-05-03,900.657521
태양광,2017-05-03,61.764395
폐기물,2017-05-03,277.217683
LNG,2017-05-04,0
바이오가스,2017-05-04,106.5936
바이오매스,2017-05-04,1.758
연료전지,2017-05-04,902.401917
태양광,2017-05-04,46.731227
폐기물,2017-05-04,284.987644
LNG,2017-05-05,0
바이오가스,2017-05-05,108.312
바이오매스,2017-05-05,1.8936
연료전지,2017-05-05,902.41861
태양광,2017-05-05,61.139987
폐기물,2017-05-05,275.009143
LNG,2017-05-06,0
바이오가스,2017-05-06,108.7632
바이오매스,2017-05-06,1.3524
연료전지,2017-05-06,904.731852
태양광,2017-05-06,67.094553
폐기물,2017-05-06,292.271281
LNG,2017-05-07,0
바이오가스,2017-05-07,108.4416
바이오매스,2017-05-07,2.40624
연료전지,2017-05-07,904.120682
태양광,2017-05-07,66.799091
폐기물,2017-05-07,279.82717
LNG,2017-05-08,0
바이오가스,2017-05-08,90.8736
바이오매스,2017-05-08,1.866
연료전지,2017-05-08,903.695372
태양광,2017-05-08,43.753112
폐기물,2017-05-08,264.452636
LNG,2017-05-09,0
바이오가스,2017-05-09,109.1568
바이오매스,2017-05-09,1.10112
연료전지,2017-05-09,903.386724
태양광,2017-05-09,22.124727
폐기물,2017-05-09,199.515093
LNG,2017-05-10,0
바이오가스,2017-05-10,109.1616
바이오매스,2017-05-10,0.76224
연료전지,2017-05-10,903.120263
태양광,2017-05-10,40.253853
폐기물,2017-05-10,192.211464
LNG,2017-05-11,0
바이오가스,2017-05-11,103.44
바이오매스,2017-05-11,0.6936
연료전지,2017-05-11,902.840011
태양광,2017-05-11,45.506097
폐기물,2017-05-11,159.204048
LNG,2017-05-12,0
바이오가스,2017-05-12,108.5424
바이오매스,2017-05-12,0.93432
연료전지,2017-05-12,902.787016
태양광,2017-05-12,14.429896
폐기물,2017-05-12,147.65328
LNG,2017-05-13,0
바이오가스,2017-05-13,109.1328
바이오매스,2017-05-13,1.78512
연료전지,2017-05-13,901.595741
태양광,2017-05-13,24.792703
폐기물,2017-05-13,139.4064
LNG,2017-05-14,0
바이오가스,2017-05-14,107.3472
바이오매스,2017-05-14,2.49912
연료전지,2017-05-14,903.508495
태양광,2017-05-14,72.202236
폐기물,2017-05-14,142.495776
LNG,2017-05-15,0
바이오가스,2017-05-15,108.384
바이오매스,2017-05-15,2.22288
연료전지,2017-05-15,903.131
태양광,2017-05-15,42.974465
폐기물,2017-05-15,135.497376
LNG,2017-05-16,0
바이오가스,2017-05-16,98.5008
바이오매스,2017-05-16,0.66504
연료전지,2017-05-16,902.794037
태양광,2017-05-16,52.1015
폐기물,2017-05-16,137.5632
LNG,2017-05-17,0
바이오가스,2017-05-17,108.8256
바이오매스,2017-05-17,0.5256
연료전지,2017-05-17,902.138467
태양광,2017-05-17,67.260152
폐기물,2017-05-17,125.451936
LNG,2017-05-18,0
바이오가스,2017-05-18,106.9008
바이오매스,2017-05-18,1.42632
연료전지,2017-05-18,901.52838
태양광,2017-05-18,62.810806
폐기물,2017-05-18,152.80896
LNG,2017-05-19,0
바이오가스,2017-05-19,99.6912
바이오매스,2017-05-19,2.33736
연료전지,2017-05-19,900.020943
태양광,2017-05-19,66.340297
폐기물,2017-05-19,137.76276
LNG,2017-05-20,0
바이오가스,2017-05-20,108.3744
바이오매스,2017-05-20,2.52552
연료전지,2017-05-20,901.587845
태양광,2017-05-20,59.380468
폐기물,2017-05-20,113.589
LNG,2017-05-21,0
바이오가스,2017-05-21,108.6816
바이오매스,2017-05-21,2.40504
연료전지,2017-05-21,895.506566
태양광,2017-05-21,64.245169
폐기물,2017-05-21,60.5622
LNG,2017-05-22,0
바이오가스,2017-05-22,108.624
바이오매스,2017-05-22,1.78752
연료전지,2017-05-22,886.871076
태양광,2017-05-22,56.804963
폐기물,2017-05-22,38.808
LNG,2017-05-23,0
바이오가스,2017-05-23,108.1776
바이오매스,2017-05-23,2.22384
연료전지,2017-05-23,901.197474
태양광,2017-05-23,32.511619
폐기물,2017-05-23,15.5634
LNG,2017-05-24,0.827819
바이오가스,2017-05-24,100.944
바이오매스,2017-05-24,2.71248
연료전지,2017-05-24,900.259582
태양광,2017-05-24,66.454436
폐기물,2017-05-24,0
LNG,2017-05-25,0
바이오가스,2017-05-25,108.1728
바이오매스,2017-05-25,2.95296
연료전지,2017-05-25,901.730624
태양광,2017-05-25,59.378327
폐기물,2017-05-25,0
LNG,2017-05-26,0
바이오가스,2017-05-26,108.4368
바이오매스,2017-05-26,2.0232
연료전지,2017-05-26,903.643465
태양광,2017-05-26,60.753165
폐기물,2017-05-26,0
LNG,2017-05-27,0
바이오가스,2017-05-27,108.2448
바이오매스,2017-05-27,2.39304
연료전지,2017-05-27,902.189876
태양광,2017-05-27,64.438625
폐기물,2017-05-27,0
LNG,2017-05-28,0
바이오가스,2017-05-28,107.976
바이오매스,2017-05-28,3.90936
연료전지,2017-05-28,901.131979
태양광,2017-05-28,57.929197
폐기물,2017-05-28,0
LNG,2017-05-29,0
바이오가스,2017-05-29,97.5648
바이오매스,2017-05-29,3.44496
연료전지,2017-05-29,899.461474
태양광,2017-05-29,54.733421
폐기물,2017-05-29,0
LNG,2017-05-30,0
바이오가스,2017-05-30,73.0848
바이오매스,2017-05-30,2.61144
연료전지,2017-05-30,897.696438
태양광,2017-05-30,53.698136
폐기물,2017-05-30,0
LNG,2017-05-31,0
바이오가스,2017-05-31,51.3216
바이오매스,2017-05-31,2.12712
연료전지,2017-05-31,899.21236
태양광,2017-05-31,52.991313
폐기물,2017-05-31,0
LNG,2017-06-01,30.628191
바이오가스,2017-06-01,51.3504
바이오매스,2017-06-01,1.3176
연료전지,2017-06-01,875.430037
태양광,2017-06-01,52.172862
폐기물,2017-06-01,0
LNG,2017-06-02,0
바이오가스,2017-06-02,51.4368
바이오매스,2017-06-02,1.0776
연료전지,2017-06-02,882.908767
태양광,2017-06-02,63.108244
폐기물,2017-06-02,0
LNG,2017-06-03,0
바이오가스,2017-06-03,51.4944
바이오매스,2017-06-03,1.80888
연료전지,2017-06-03,900.295639
태양광,2017-06-03,64.956299
폐기물,2017-06-03,0
LNG,2017-06-04,0
바이오가스,2017-06-04,57.4752
바이오매스,2017-06-04,2.78472
연료전지,2017-06-04,898.808043
태양광,2017-06-04,63.676305
폐기물,2017-06-04,0
LNG,2017-06-05,0
바이오가스,2017-06-05,51.2784
바이오매스,2017-06-05,3.61104
연료전지,2017-06-05,897.364564
태양광,2017-06-05,65.583558
폐기물,2017-06-05,0
LNG,2017-06-06,0
바이오가스,2017-06-06,51.1584
바이오매스,2017-06-06,2.17488
연료전지,2017-06-06,901.276124
태양광,2017-06-06,20.228174
폐기물,2017-06-06,0
LNG,2017-06-07,0
바이오가스,2017-06-07,48
바이오매스,2017-06-07,1.10208
연료전지,2017-06-07,900.574752
태양광,2017-06-07,7.638186
폐기물,2017-06-07,0
LNG,2017-06-08,0
바이오가스,2017-06-08,50.448
바이오매스,2017-06-08,0.67464
연료전지,2017-06-08,900.415546
태양광,2017-06-08,62.285474
폐기물,2017-06-08,0
LNG,2017-06-09,0
바이오가스,2017-06-09,65.976
바이오매스,2017-06-09,0.9036
연료전지,2017-06-09,900.861991
태양광,2017-06-09,44.189071
폐기물,2017-06-09,0
LNG,2017-06-10,0
바이오가스,2017-06-10,100.368
바이오매스,2017-06-10,3.216
연료전지,2017-06-10,899.960669
태양광,2017-06-10,59.219186
폐기물,2017-06-10,0
LNG,2017-06-11,0
바이오가스,2017-06-11,102.3792
바이오매스,2017-06-11,4.77624
연료전지,2017-06-11,895.05066
태양광,2017-06-11,67.317563
폐기물,2017-06-11,0
LNG,2017-06-12,0
바이오가스,2017-06-12,103.4448
바이오매스,2017-06-12,3.73512
연료전지,2017-06-12,895.058418
태양광,2017-06-12,58.317885
폐기물,2017-06-12,0
LNG,2017-06-13,0
바이오가스,2017-06-13,79.512
바이오매스,2017-06-13,3.35184
연료전지,2017-06-13,896.304715
태양광,2017-06-13,53.672238
폐기물,2017-06-13,0.727497
LNG,2017-06-14,0
바이오가스,2017-06-14,76.5024
바이오매스,2017-06-14,2.32512
연료전지,2017-06-14,895.636524
태양광,2017-06-14,59.517941
폐기물,2017-06-14,16.924064
LNG,2017-06-15,0
바이오가스,2017-06-15,77.3568
바이오매스,2017-06-15,2.14104
연료전지,2017-06-15,893.546864
태양광,2017-06-15,60.839766
폐기물,2017-06-15,48.194135
LNG,2017-06-16,0
바이오가스,2017-06-16,78.096
바이오매스,2017-06-16,2.72544
연료전지,2017-06-16,890.44527
태양광,2017-06-16,57.394562
폐기물,2017-06-16,48.568368
LNG,2017-06-17,0
바이오가스,2017-06-17,77.6448
바이오매스,2017-06-17,3.3192
연료전지,2017-06-17,892.554955
태양광,2017-06-17,57.504779
폐기물,2017-06-17,50.153172
LNG,2017-06-18,0
바이오가스,2017-06-18,77.5344
바이오매스,2017-06-18,3.44832
연료전지,2017-06-18,891.045045
태양광,2017-06-18,59.319469
폐기물,2017-06-18,50.218977
LNG,2017-06-19,0
바이오가스,2017-06-19,56.352
바이오매스,2017-06-19,2.54424
연료전지,2017-06-19,891.990719
태양광,2017-06-19,50.22205
폐기물,2017-06-19,46.387325
LNG,2017-06-20,0
바이오가스,2017-06-20,50.448
바이오매스,2017-06-20,2.70768
연료전지,2017-06-20,890.403805
태양광,2017-06-20,44.83321
폐기물,2017-06-20,49.503772
LNG,2017-06-21,0
바이오가스,2017-06-21,50.4672
바이오매스,2017-06-21,3.27816
연료전지,2017-06-21,891.676489
태양광,2017-06-21,54.386495
폐기물,2017-06-21,49.233314
LNG,2017-06-22,0
바이오가스,2017-06-22,50.2848
바이오매스,2017-06-22,4.5108
연료전지,2017-06-22,892.067546
태양광,2017-06-22,49.322063
폐기물,2017-06-22,49.154488
LNG,2017-06-23,0
바이오가스,2017-06-23,50.0112
바이오매스,2017-06-23,2.68872
연료전지,2017-06-23,879.558593
태양광,2017-06-23,55.172962
폐기물,2017-06-23,48.841362
LNG,2017-06-24,0
바이오가스,2017-06-24,50.0736
바이오매스,2017-06-24,5.32344
연료전지,2017-06-24,891.126411
태양광,2017-06-24,19.133263
폐기물,2017-06-24,49.170761
LNG,2017-06-25,0
바이오가스,2017-06-25,50.1072
바이오매스,2017-06-25,3.58392
연료전지,2017-06-25,894.832974
태양광,2017-06-25,37.888221
폐기물,2017-06-25,49.591998
LNG,2017-06-26,0
바이오가스,2017-06-26,50.2416
바이오매스,2017-06-26,0.99768
연료전지,2017-06-26,894.271324
태양광,2017-06-26,41.531694
폐기물,2017-06-26,46.248115
LNG,2017-06-27,0
바이오가스,2017-06-27,65.5728
바이오매스,2017-06-27,2.41416
연료전지,2017-06-27,891.880115
태양광,2017-06-27,45.998383
폐기물,2017-06-27,48.573069
LNG,2017-06-28,0
바이오가스,2017-06-28,92.2752
바이오매스,2017-06-28,1.5264
연료전지,2017-06-28,890.602199
태양광,2017-06-28,52.277786
폐기물,2017-06-28,48.284169
LNG,2017-06-29,0
바이오가스,2017-06-29,86.9328
바이오매스,2017-06-29,2.43792
연료전지,2017-06-29,874.95751
태양광,2017-06-29,56.25041
폐기물,2017-06-29,47.133985
LNG,2017-06-30,0
바이오가스,2017-06-30,103.8
바이오매스,2017-06-30,1.85544
연료전지,2017-06-30,867.997972
태양광,2017-06-30,50.402596
폐기물,2017-06-30,49.410126
LNG,2017-07-01,0
바이오가스,2017-07-01,103.6752
바이오매스,2017-07-01,0.00672
연료전지,2017-07-01,884.279411
태양광,2017-07-01,32.513265
폐기물,2017-07-01,47.479294
LNG,2017-07-02,0
바이오가스,2017-07-02,103.7712
바이오매스,2017-07-02,0.25296
연료전지,2017-07-02,857.922082
태양광,2017-07-02,14.78122
폐기물,2017-07-02,49.172929
LNG,2017-07-03,0
바이오가스,2017-07-03,103.8768
바이오매스,2017-07-03,0
연료전지,2017-07-03,869.423053
태양광,2017-07-03,32.362048
폐기물,2017-07-03,42.393685
LNG,2017-07-04,0
바이오가스,2017-07-04,100.4016
바이오매스,2017-07-04,0.05424
연료전지,2017-07-04,877.794214
태양광,2017-07-04,55.964944
폐기물,2017-07-04,31.340942
LNG,2017-07-05,0
바이오가스,2017-07-05,103.1232
바이오매스,2017-07-05,0.00048
연료전지,2017-07-05,881.769698
태양광,2017-07-05,57.258709
폐기물,2017-07-05,43.123353
LNG,2017-07-06,0
바이오가스,2017-07-06,99.0096
바이오매스,2017-07-06,0
연료전지,2017-07-06,727.214811
태양광,2017-07-06,47.026059
폐기물,2017-07-06,43.937628
LNG,2017-07-07,0
바이오가스,2017-07-07,103.2768
바이오매스,2017-07-07,0.01704
연료전지,2017-07-07,808.027791
태양광,2017-07-07,16.489001
폐기물,2017-07-07,42.082729
LNG,2017-07-08,0
바이오가스,2017-07-08,104.0736
바이오매스,2017-07-08,0.0432
연료전지,2017-07-08,889.820758
태양광,2017-07-08,16.457851
폐기물,2017-07-08,144.908299
LNG,2017-07-09,0
바이오가스,2017-07-09,103.7712
바이오매스,2017-07-09,0.08976
연료전지,2017-07-09,879.51446
태양광,2017-07-09,24.797788
폐기물,2017-07-09,166.435711
LNG,2017-07-10,0
바이오가스,2017-07-10,104.2272
바이오매스,2017-07-10,0.0024
연료전지,2017-07-10,888.512918
태양광,2017-07-10,4.379556
폐기물,2017-07-10,132.963128
LNG,2017-07-11,0
바이오가스,2017-07-11,104.6448
바이오매스,2017-07-11,0.066
연료전지,2017-07-11,883.956117
태양광,2017-07-11,44.0241
폐기물,2017-07-11,109.119301
LNG,2017-07-12,0
바이오가스,2017-07-12,84.432
바이오매스,2017-07-12,0.19584
연료전지,2017-07-12,883.061258
태양광,2017-07-12,49.852303
폐기물,2017-07-12,34.320687
LNG,2017-07-13,0
바이오가스,2017-07-13,102.1824
바이오매스,2017-07-13,0
연료전지,2017-07-13,882.766039
태양광,2017-07-13,52.446513
폐기물,2017-07-13,122.572052
LNG,2017-07-14,5.035827
바이오가스,2017-07-14,98.8368
바이오매스,2017-07-14,0.03648
연료전지,2017-07-14,855.80684
태양광,2017-07-14,45.115992
폐기물,2017-07-14,194.314475
LNG,2017-07-15,0
바이오가스,2017-07-15,102.9408
바이오매스,2017-07-15,0.00024
연료전지,2017-07-15,859.280389
태양광,2017-07-15,15.394175
폐기물,2017-07-15,198.498623
LNG,2017-07-16,0
바이오가스,2017-07-16,102.2928
바이오매스,2017-07-16,0.00456
연료전지,2017-07-16,884.377769
태양광,2017-07-16,29.136928
폐기물,2017-07-16,171.250004
LNG,2017-07-17,16.18085
바이오가스,2017-07-17,100.7088
바이오매스,2017-07-17,0.00384
연료전지,2017-07-17,884.983591
태양광,2017-07-17,25.996692
폐기물,2017-07-17,150.242196
LNG,2017-07-18,30.827217
바이오가스,2017-07-18,97.6656
바이오매스,2017-07-18,0
연료전지,2017-07-18,885.394078
태양광,2017-07-18,31.867856
폐기물,2017-07-18,175.520542
LNG,2017-07-19,78.556126
바이오가스,2017-07-19,90.8352
바이오매스,2017-07-19,0
연료전지,2017-07-19,880.885119
태양광,2017-07-19,53.259947
폐기물,2017-07-19,267.507399
LNG,2017-07-20,84.730575
바이오가스,2017-07-20,80.9376
바이오매스,2017-07-20,0
연료전지,2017-07-20,858.186312
태양광,2017-07-20,45.665133
폐기물,2017-07-20,289.26187
LNG,2017-07-21,82.542614
바이오가스,2017-07-21,101.1504
바이오매스,2017-07-21,0
연료전지,2017-07-21,848.315
태양광,2017-07-21,31.393247
폐기물,2017-07-21,285.699287
LNG,2017-07-22,81.585904
바이오가스,2017-07-22,101.256
바이오매스,2017-07-22,0
연료전지,2017-07-22,845.783914
태양광,2017-07-22,23.769445
폐기물,2017-07-22,345.418298
LNG,2017-07-23,79.635338
바이오가스,2017-07-23,102.1056
바이오매스,2017-07-23,1.38336
연료전지,2017-07-23,780.9652
태양광,2017-07-23,9.335695
폐기물,2017-07-23,341.642768
LNG,2017-07-24,60.610843
바이오가스,2017-07-24,102.624
바이오매스,2017-07-24,0.41256
연료전지,2017-07-24,858.608362
태양광,2017-07-24,13.619515
폐기물,2017-07-24,328.428829
LNG,2017-07-25,34.156129
바이오가스,2017-07-25,101.7216
바이오매스,2017-07-25,0
연료전지,2017-07-25,877.896455
태양광,2017-07-25,59.979899
폐기물,2017-07-25,322.213097
LNG,2017-07-26,0
바이오가스,2017-07-26,100.5264
바이오매스,2017-07-26,0.20976
연료전지,2017-07-26,871.283878
태양광,2017-07-26,57.606258
폐기물,2017-07-26,340.910028
LNG,2017-07-27,0
바이오가스,2017-07-27,97.7712
바이오매스,2017-07-27,0.98616
연료전지,2017-07-27,880.639319
태양광,2017-07-27,26.12477
폐기물,2017-07-27,347.212857
LNG,2017-07-28,0
바이오가스,2017-07-28,102.5424
바이오매스,2017-07-28,1.37328
연료전지,2017-07-28,843.800914
태양광,2017-07-28,9.064029
폐기물,2017-07-28,353.428122
LNG,2017-07-29,0
바이오가스,2017-07-29,102.3264
바이오매스,2017-07-29,1.422
연료전지,2017-07-29,806.817857
태양광,2017-07-29,29.583109
폐기물,2017-07-29,330.563119
LNG,2017-07-30,0
바이오가스,2017-07-30,102.2784
바이오매스,2017-07-30,1.61424
연료전지,2017-07-30,823.569723
태양광,2017-07-30,44.964411
폐기물,2017-07-30,294.528
LNG,2017-07-31,0
바이오가스,2017-07-31,99.9552
바이오매스,2017-07-31,0.79728
연료전지,2017-07-31,827.482796
태양광,2017-07-31,9.781708
폐기물,2017-07-31,297.3294
LNG,2017-08-01,0
바이오가스,2017-08-01,102.5472
바이오매스,2017-08-01,0.02376
연료전지,2017-08-01,820.389028
태양광,2017-08-01,50.056487
폐기물,2017-08-01,290.2848
LNG,2017-08-02,0
바이오가스,2017-08-02,101.7936
바이오매스,2017-08-02,0
연료전지,2017-08-02,846.829725
태양광,2017-08-02,40.29159
폐기물,2017-08-02,282.0966
LNG,2017-08-03,0
바이오가스,2017-08-03,87.3984
바이오매스,2017-08-03,0
연료전지,2017-08-03,876.366194
태양광,2017-08-03,55.195322
폐기물,2017-08-03,291.1482
LNG,2017-08-04,0
바이오가스,2017-08-04,101.7552
바이오매스,2017-08-04,0
연료전지,2017-08-04,877.072002
태양광,2017-08-04,49.198391
폐기물,2017-08-04,282.7884
LNG,2017-08-05,0
바이오가스,2017-08-05,101.3664
바이오매스,2017-08-05,0
연료전지,2017-08-05,852.382671
태양광,2017-08-05,48.957728
폐기물,2017-08-05,292.3374
LNG,2017-08-06,0
바이오가스,2017-08-06,101.3184
바이오매스,2017-08-06,0
연료전지,2017-08-06,860.684046
태양광,2017-08-06,31.860554
폐기물,2017-08-06,304.1652
LNG,2017-08-07,14.43761
바이오가스,2017-08-07,101.5008
바이오매스,2017-08-07,0
