year,sido,gungu,type, 1 , 2 , 3 , 4 , 5 , 6 , 7 
2021,인천광역시,옹진군,교육용," 348,666 "," 245,719 "," 217,659 "," 182,209 "," 116,788 "," 109,976 "," 131,115 "
2021,인천광역시,옹진군,산업용," 1,284,713 "," 3,717,584 "," 8,778,732 "," 5,770,801 "," 9,623,170 "," 10,916,079 "," 1,532,796 "
2021,인천광역시,옹진군,농사용," 1,544,646 "," 1,357,466 "," 1,572,140 "," 1,894,903 "," 1,003,309 "," 1,076,562 "," 1,224,817 "
2021,인천광역시,옹진군,가로등," 179,073 "," 158,826 "," 147,203 "," 141,217 "," 124,541 "," 112,432 "," 115,859 "
2021,인천광역시,옹진군,심 야," 3,843,920 "," 3,436,662 "," 2,556,524 "," 2,062,961 "," 1,431,465 "," 953,016 "," 552,148 "
2021,인천광역시,옹진군,합 계," 22,168,244 "," 23,250,140 "," 25,088,243 "," 21,369,527 "," 22,516,947 "," 23,265,990 "," 14,733,038 "
2021,광주광역시,동구,주택용," 15,703,732 "," 14,844,779 "," 13,199,891 "," 13,266,615 "," 12,784,715 "," 13,328,381 "," 15,531,997 "
2021,광주광역시,동구,일반용," 34,485,010 "," 32,050,257 "," 27,822,115 "," 26,437,201 "," 25,514,142 "," 28,632,980 "," 33,429,183 "
2021,광주광역시,동구,교육용," 4,099,511 "," 3,549,485 "," 3,013,133 "," 3,004,880 "," 2,561,429 "," 2,720,147 "," 3,149,856 "
2021,광주광역시,동구,산업용," 3,081,336 "," 2,730,566 "," 2,465,142 "," 2,582,508 "," 2,587,266 "," 2,625,124 "," 2,975,447 "
2021,광주광역시,동구,농사용," 105,532 "," 110,716 "," 90,084 "," 80,881 "," 71,296 "," 69,173 "," 78,215 "
2021,광주광역시,동구,가로등," 871,893 "," 822,730 "," 794,176 "," 828,588 "," 792,837 "," 773,739 "," 753,821 "
2021,광주광역시,동구,심 야," 1,672,579 "," 1,582,376 "," 1,179,030 "," 868,589 "," 580,573 "," 538,684 "," 503,938 "
2021,광주광역시,동구,합 계," 60,019,593 "," 55,690,909 "," 48,563,571 "," 47,069,262 "," 44,892,258 "," 48,688,228 "," 56,422,457 "
2021,광주광역시,서구,주택용," 41,217,755 "," 40,569,523 "," 34,996,462 "," 36,209,607 "," 33,937,832 "," 35,205,670 "," 38,493,779 "
2021,광주광역시,서구,일반용," 72,750,443 "," 69,143,417 "," 59,373,151 "," 57,874,115 "," 54,916,498 "," 60,939,034 "," 70,265,342 "
2021,광주광역시,서구,교육용," 2,766,255 "," 1,791,633 "," 1,736,928 "," 1,717,874 "," 1,299,715 "," 1,479,619 "," 2,135,316 "
2021,광주광역시,서구,산업용," 26,999,861 "," 24,658,267 "," 25,309,265 "," 25,412,367 "," 23,595,532 "," 26,498,907 "," 28,955,406 "
2021,광주광역시,서구,농사용," 589,279 "," 636,676 "," 503,382 "," 408,796 "," 337,122 "," 346,184 "," 371,953 "
2021,광주광역시,서구,가로등," 1,263,873 "," 1,135,540 "," 1,034,442 "," 984,760 "," 893,265 "," 811,416 "," 776,539 "
2021,광주광역시,서구,심 야," 2,057,760 "," 2,091,206 "," 1,663,974 "," 1,397,778 "," 891,421 "," 1,033,357 "," 1,111,963 "
2021,광주광역시,서구,합 계," 147,645,226 "," 140,026,262 "," 124,617,604 "," 124,005,297 "," 115,871,385 "," 126,314,187 "," 142,110,298 "
2021,광주광역시,북구,주택용," 58,988,120 "," 56,303,793 "," 49,372,711 "," 50,521,636 "," 48,218,290 "," 50,321,786 "," 58,754,741 "
2021,광주광역시,북구,일반용," 69,610,415 "," 65,393,073 "," 55,191,360 "," 54,044,978 "," 51,677,151 "," 58,038,147 "," 66,846,417 "
2021,광주광역시,북구,교육용," 15,035,409 "," 11,806,593 "," 11,216,746 "," 10,179,113 "," 9,527,476 "," 11,245,358 "," 13,473,177 "
2021,광주광역시,북구,산업용," 60,836,748 "," 56,296,522 "," 58,321,085 "," 58,113,669 "," 57,361,785 "," 62,564,978 "," 68,061,947 "
2021,광주광역시,북구,농사용," 2,668,034 "," 2,274,150 "," 1,662,977 "," 1,236,151 "," 1,242,594 "," 1,247,678 "," 1,533,318 "
2021,광주광역시,북구,가로등," 1,917,620 "," 1,764,200 "," 1,591,423 "," 1,543,827 "," 1,394,782 "," 1,303,392 "," 1,273,830 "
2021,광주광역시,북구,심 야," 4,052,348 "," 3,706,854 "," 2,837,442 "," 2,039,693 "," 1,239,574 "," 1,032,752 "," 1,010,607 "
2021,광주광역시,북구,합 계," 213,108,694 "," 197,545,185 "," 180,193,744 "," 177,679,067 "," 170,661,652 "," 185,754,091 "," 210,954,037 "
2021,광주광역시,광산구,주택용," 54,968,286 "," 54,301,590 "," 46,506,932 "," 48,661,703 "," 45,756,700 "," 48,017,851 "," 53,007,515 "
2021,광주광역시,광산구,일반용," 72,084,207 "," 69,014,764 "," 58,780,285 "," 57,849,434 "," 55,150,173 "," 61,788,726 "," 72,031,208 "
2021,광주광역시,광산구,교육용," 6,657,102 "," 4,936,618 "," 4,611,191 "," 4,301,034 "," 3,165,415 "," 3,684,248 "," 4,939,928 "
2021,광주광역시,광산구,산업용," 173,642,738 "," 167,987,616 "," 168,894,151 "," 172,665,120 "," 166,321,005 "," 177,151,050 "," 180,948,376 "
2021,광주광역시,광산구,농사용," 6,512,071 "," 5,549,436 "," 4,094,980 "," 3,082,972 "," 2,391,526 "," 2,510,179 "," 2,745,292 "
2021,광주광역시,광산구,가로등," 2,629,917 "," 2,476,623 "," 2,156,399 "," 2,199,494 "," 1,998,133 "," 1,895,191 "," 1,830,508 "
2021,광주광역시,광산구,심 야," 3,104,941 "," 3,055,364 "," 2,334,485 "," 1,829,896 "," 976,806 "," 780,453 "," 744,851 "
2021,광주광역시,광산구,합 계," 319,599,262 "," 307,322,011 "," 287,378,423 "," 290,589,653 "," 275,759,758 "," 295,827,698 "," 316,247,678 "
2021,광주광역시,남구,주택용," 30,046,932 "," 28,923,442 "," 24,803,096 "," 25,924,421 "," 24,469,550 "," 25,466,870 "," 28,993,083 "
2021,광주광역시,남구,일반용," 29,534,847 "," 27,296,786 "," 22,941,364 "," 22,505,760 "," 21,374,413 "," 24,630,986 "," 28,438,303 "
2021,광주광역시,남구,교육용," 3,797,217 "," 2,708,946 "," 2,715,859 "," 2,534,817 "," 1,857,581 "," 2,242,022 "," 2,895,440 "
2021,광주광역시,남구,산업용," 3,156,371 "," 3,149,202 "," 2,763,893 "," 2,809,576 "," 2,655,736 "," 2,839,396 "," 3,014,872 "
2021,광주광역시,남구,농사용," 1,273,789 "," 1,063,675 "," 908,734 "," 714,630 "," 695,899 "," 731,158 "," 722,776 "
2021,광주광역시,남구,가로등," 1,201,799 "," 1,123,383 "," 1,041,381 "," 1,054,294 "," 979,345 "," 916,056 "," 899,271 "
2021,광주광역시,남구,심 야," 2,480,687 "," 2,377,606 "," 1,833,108 "," 1,165,448 "," 532,928 "," 323,910 "," 247,402 "
2021,광주광역시,남구,합 계," 71,491,642 "," 66,643,040 "," 57,007,435 "," 56,708,946 "," 52,565,452 "," 57,150,398 "," 65,211,147 "
2021,대전광역시,동구,주택용," 30,623,364 "," 30,009,920 "," 25,506,196 "," 26,671,120 "," 24,770,468 "," 25,861,978 "," 28,083,810 "
2021,대전광역시,동구,일반용," 39,514,712 "," 37,094,928 "," 30,617,255 "," 29,371,834 "," 27,278,786 "," 30,423,447 "," 34,344,221 "
2021,대전광역시,동구,교육용," 6,261,442 "," 5,705,982 "," 4,687,029 "," 4,055,433 "," 3,061,030 "," 3,288,300 "," 3,656,359 "
2021,대전광역시,동구,산업용," 8,821,129 "," 8,261,614 "," 7,107,386 "," 7,071,589 "," 6,502,226 "," 6,935,242 "," 7,400,843 "
2021,대전광역시,동구,농사용," 450,118 "," 495,833 "," 381,985 "," 349,281 "," 287,515 "," 281,585 "," 306,975 "
2021,대전광역시,동구,가로등," 1,097,342 "," 1,000,174 "," 910,240 "," 915,761 "," 826,624 "," 781,489 "," 771,090 "
2021,대전광역시,동구,심 야," 7,518,059 "," 7,136,440 "," 5,266,899 "," 3,702,534 "," 2,293,442 "," 1,586,982 "," 1,133,604 "
2021,대전광역시,동구,합 계," 94,286,166 "," 89,704,891 "," 74,476,990 "," 72,137,552 "," 65,020,091 "," 69,159,023 "," 75,696,902 "
2021,대전광역시,중구,주택용," 31,090,642 "," 30,078,073 "," 25,418,129 "," 26,284,794 "," 24,475,248 "," 25,543,479 "," 29,191,831 "
2021,대전광역시,중구,일반용," 49,988,325 "," 47,749,409 "," 39,609,236 "," 37,952,458 "," 35,862,878 "," 40,301,685 "," 46,865,438 "
2021,대전광역시,중구,교육용," 3,928,047 "," 3,648,574 "," 2,795,540 "," 2,476,338 "," 1,781,720 "," 1,844,724 "," 2,319,387 "
2021,대전광역시,중구,산업용," 2,984,768 "," 2,835,593 "," 2,521,805 "," 2,635,669 "," 2,471,077 "," 2,607,032 "," 2,751,855 "
2021,대전광역시,중구,농사용," 279,849 "," 231,042 "," 180,030 "," 179,103 "," 152,194 "," 166,153 "," 206,986 "
2021,대전광역시,중구,가로등," 941,442 "," 894,866 "," 786,304 "," 804,485 "," 742,860 "," 702,135 "," 701,255 "
2021,대전광역시,중구,심 야," 6,850,563 "," 6,439,037 "," 4,560,372 "," 3,330,190 "," 2,015,182 "," 1,578,216 "," 1,652,987 "
2021,대전광역시,중구,합 계," 96,063,636 "," 91,876,594 "," 75,871,416 "," 73,663,037 "," 67,501,159 "," 72,743,424 "," 83,689,739 "
2021,대전광역시,서구,주택용," 62,654,051 "," 61,851,614 "," 52,527,468 "," 54,496,414 "," 50,790,841 "," 53,259,855 "," 58,643,087 "
2021,대전광역시,서구,일반용," 99,630,054 "," 94,663,364 "," 79,453,858 "," 75,731,764 "," 72,184,103 "," 81,764,168 "," 94,161,505 "
2021,대전광역시,서구,교육용," 7,786,193 "," 6,806,741 "," 5,247,622 "," 4,682,627 "," 3,522,913 "," 3,906,228 "," 4,817,339 "
2021,대전광역시,서구,산업용," 5,032,536 "," 4,702,374 "," 4,179,625 "," 4,140,013 "," 3,964,271 "," 3,994,112 "," 4,160,075 "
2021,대전광역시,서구,농사용," 629,299 "," 563,764 "," 436,847 "," 357,582 "," 316,135 "," 350,467 "," 413,081 "
2021,대전광역시,서구,가로등," 1,879,851 "," 1,768,180 "," 1,551,350 "," 1,553,022 "," 1,429,344 "," 1,383,253 "," 1,367,344 "
2021,대전광역시,서구,심 야," 6,365,274 "," 5,996,207 "," 4,289,327 "," 3,201,717 "," 2,186,561 "," 2,063,089 "," 2,120,554 "
2021,대전광역시,서구,합 계," 183,977,258 "," 176,352,244 "," 147,686,097 "," 144,163,139 "," 134,394,168 "," 146,721,172 "," 165,682,985 "
2021,대전광역시,대덕구,주택용," 22,635,077 "," 22,716,802 "," 19,252,502 "," 19,896,546 "," 18,421,773 "," 18,940,350 "," 20,579,987 "
2021,대전광역시,대덕구,일반용," 37,026,833 "," 35,832,547 "," 29,738,528 "," 28,143,283 "," 25,667,569 "," 28,555,254 "," 32,988,770 "
2021,대전광역시,대덕구,교육용," 3,475,248 "," 3,335,398 "," 2,449,924 "," 1,986,266 "," 1,479,107 "," 1,529,491 "," 1,761,741 "
2021,대전광역시,대덕구,산업용," 181,289,908 "," 161,024,042 "," 178,391,104 "," 175,152,571 "," 164,295,699 "," 176,644,266 "," 184,959,616 "
2021,대전광역시,대덕구,농사용," 365,858 "," 382,772 "," 334,295 "," 322,117 "," 308,258 "," 352,346 "," 392,671 "
2021,대전광역시,대덕구,가로등," 1,021,161 "," 960,885 "," 852,752 "," 834,249 "," 754,493 "," 708,182 "," 689,930 "
2021,대전광역시,대덕구,심 야," 3,204,489 "," 3,338,473 "," 2,476,883 "," 1,880,324 "," 1,103,083 "," 768,551 "," 531,387 "
2021,대전광역시,대덕구,합 계," 249,018,574 "," 227,590,919 "," 233,495,988 "," 228,215,356 "," 212,029,982 "," 227,498,440 "," 241,904,102 "
2021,대전광역시,유성구,주택용," 48,179,747 "," 46,972,632 "," 39,930,868 "," 41,942,561 "," 39,499,293 "," 42,251,677 "," 47,767,335 "
2021,대전광역시,유성구,일반용," 123,646,507 "," 110,477,052 "," 100,566,844 "," 95,512,116 "," 94,192,217 "," 107,703,394 "," 126,179,075 "
2021,대전광역시,유성구,교육용," 23,854,500 "," 20,116,219 "," 18,833,794 "," 16,669,373 "," 16,150,280 "," 19,441,932 "," 22,749,505 "
2021,대전광역시,유성구,산업용," 84,263,127 "," 75,489,639 "," 74,417,623 "," 73,423,849 "," 75,443,714 "," 83,998,451 "," 92,215,217 "
2021,대전광역시,유성구,농사용," 2,381,271 "," 2,101,275 "," 1,553,433 "," 1,370,289 "," 1,228,261 "," 1,260,385 "," 1,327,213 "
2021,대전광역시,유성구,가로등," 2,472,319 "," 2,355,660 "," 2,086,373 "," 2,114,325 "," 1,877,037 "," 1,823,878 "," 1,775,642 "
2021,대전광역시,유성구,심 야," 4,660,571 "," 4,103,818 "," 3,035,495 "," 2,112,572 "," 1,637,358 "," 2,107,419 "," 3,449,273 "
2021,대전광역시,유성구,합 계," 289,458,042 "," 261,616,295 "," 240,424,430 "," 233,145,085 "," 230,028,160 "," 258,587,136 "," 295,463,260 "
2021,울산광역시,북구,주택용," 28,684,566 "," 28,211,234 "," 24,316,071 "," 25,536,786 "," 24,075,627 "," 24,908,836 "," 26,818,203 "
2021,울산광역시,북구,일반용," 29,478,229 "," 27,602,008 "," 23,683,264 "," 23,909,740 "," 22,802,241 "," 25,280,392 "," 29,246,772 "
2021,울산광역시,북구,교육용," 1,963,406 "," 1,826,385 "," 1,914,673 "," 1,687,266 "," 1,297,194 "," 1,590,654 "," 1,945,860 "
2021,울산광역시,북구,산업용," 152,438,819 "," 127,227,728 "," 144,969,738 "," 134,216,905 "," 128,214,073 "," 144,700,014 "," 164,334,932 "
2021,울산광역시,북구,농사용," 1,843,846 "," 1,787,418 "," 1,274,958 "," 1,064,241 "," 950,777 "," 884,127 "," 841,857 "
2021,울산광역시,북구,가로등," 1,442,240 "," 1,358,531 "," 1,222,956 "," 1,202,374 "," 1,091,834 "," 1,035,338 "," 1,006,945 "
2021,울산광역시,북구,심 야," 1,510,997 "," 1,408,423 "," 1,049,959 "," 808,038 "," 586,424 "," 407,985 "," 337,089 "
2021,울산광역시,북구,합 계," 217,362,103 "," 189,421,727 "," 198,431,619 "," 188,425,350 "," 179,018,170 "," 198,807,346 "," 224,531,658 "
2021,울산광역시,동구,주택용," 19,921,770 "," 19,385,956 "," 16,703,415 "," 17,494,325 "," 16,513,180 "," 17,018,528 "," 17,938,945 "
2021,울산광역시,동구,일반용," 19,556,582 "," 18,327,052 "," 16,558,474 "," 16,749,996 "," 15,792,459 "," 17,256,227 "," 20,088,577 "
2021,울산광역시,동구,교육용," 1,723,088 "," 1,528,785 "," 1,473,577 "," 1,479,229 "," 1,137,681 "," 1,224,429 "," 1,647,518 "
2021,울산광역시,동구,산업용," 87,591,392 "," 67,191,277 "," 76,388,482 "," 72,834,147 "," 70,289,407 "," 85,142,252 "," 97,939,262 "
2021,울산광역시,동구,농사용," 127,147 "," 159,110 "," 137,482 "," 155,180 "," 133,242 "," 156,033 "," 167,262 "
2021,울산광역시,동구,가로등," 752,963 "," 710,033 "," 607,810 "," 636,037 "," 600,957 "," 555,833 "," 553,723 "
2021,울산광역시,동구,심 야," 681,449 "," 672,473 "," 500,313 "," 399,729 "," 282,802 "," 167,481 "," 95,197 "
2021,울산광역시,동구,합 계," 130,354,391 "," 107,974,686 "," 112,369,553 "," 109,748,643 "," 104,749,728 "," 121,520,783 "," 138,430,484 "
2021,울산광역시,중구,주택용," 29,145,961 "," 28,422,256 "," 24,278,603 "," 25,265,352 "," 23,583,902 "," 24,208,689 "," 25,753,593 "
2021,울산광역시,중구,일반용," 29,904,274 "," 28,138,799 "," 24,455,275 "," 24,002,619 "," 22,671,546 "," 25,282,883 "," 28,888,064 "
2021,울산광역시,중구,교육용," 1,592,524 "," 1,437,319 "," 1,451,165 "," 1,332,597 "," 1,039,373 "," 1,273,313 "," 1,642,915 "
2021,울산광역시,중구,산업용," 2,770,138 "," 2,564,591 "," 2,285,960 "," 2,272,009 "," 2,192,501 "," 2,380,542 "," 2,608,483 "
2021,울산광역시,중구,농사용," 283,965 "," 270,001 "," 205,602 "," 203,972 "," 193,325 "," 188,337 "," 191,531 "
2021,울산광역시,중구,가로등," 1,312,630 "," 1,221,730 "," 1,096,584 "," 1,077,993 "," 999,553 "," 935,264 "," 914,465 "
2021,울산광역시,중구,심 야," 1,149,735 "," 1,077,210 "," 805,482 "," 626,088 "," 415,448 "," 331,031 "," 327,884 "
2021,울산광역시,중구,합 계," 66,159,227 "," 63,131,906 "," 54,578,671 "," 54,780,630 "," 51,095,648 "," 54,600,059 "," 60,326,935 "
2021,울산광역시,남구,주택용," 43,660,639 "," 42,522,143 "," 36,426,285 "," 38,049,440 "," 35,734,479 "," 37,270,300 "," 40,095,681 "
2021,울산광역시,남구,일반용," 68,039,285 "," 64,896,235 "," 55,854,885 "," 55,156,445 "," 51,350,066 "," 56,974,813 "," 66,153,368 "
2021,울산광역시,남구,교육용," 4,349,156 "," 3,583,899 "," 3,578,227 "," 3,345,801 "," 2,814,448 "," 3,320,702 "," 4,194,247 "
2021,울산광역시,남구,산업용," 1,236,215,134 "," 1,123,380,723 "," 1,230,778,604 "," 1,180,216,533 "," 1,266,254,096 "," 1,232,203,771 "," 1,329,704,230 "
2021,울산광역시,남구,농사용," 59,638 "," 53,195 "," 43,938 "," 41,291 "," 40,491 "," 37,855 "," 36,575 "
2021,울산광역시,남구,가로등," 1,301,904 "," 1,232,811 "," 1,116,753 "," 1,108,834 "," 1,007,305 "," 959,298 "," 926,889 "
2021,울산광역시,남구,심 야," 3,177,917 "," 2,924,308 "," 2,323,281 "," 1,882,109 "," 1,269,337 "," 1,045,942 "," 1,140,852 "
2021,울산광역시,남구,합 계," 1,356,803,673 "," 1,238,593,314 "," 1,330,121,973 "," 1,279,800,453 "," 1,358,470,222 "," 1,331,812,681 "," 1,442,251,842 "
2021,울산광역시,울주군,주택용," 30,192,672 "," 29,360,212 "," 25,185,522 "," 26,153,618 "," 24,566,079 "," 25,290,095 "," 26,621,155 "
2021,울산광역시,울주군,일반용," 42,638,668 "," 40,239,706 "," 35,056,829 "," 34,633,528 "," 31,845,376 "," 33,838,361 "," 38,461,824 "
2021,울산광역시,울주군,교육용," 8,849,068 "," 7,380,918 "," 7,762,358 "," 7,082,804 "," 6,947,066 "," 7,546,468 "," 9,031,976 "
2021,울산광역시,울주군,산업용," 1,074,506,953 "," 954,571,714 "," 1,035,954,399 "," 1,004,085,125 "," 915,905,046 "," 902,298,474 "," 932,494,788 "
2021,울산광역시,울주군,농사용," 6,587,689 "," 6,411,136 "," 5,249,161 "," 5,034,961 "," 4,755,422 "," 5,282,890 "," 5,861,338 "
2021,울산광역시,울주군,가로등," 2,733,773 "," 2,604,213 "," 2,463,534 "," 2,501,874 "," 2,386,972 "," 2,362,744 "," 2,300,881 "
2021,울산광역시,울주군,심 야," 7,596,797 "," 7,105,536 "," 5,427,570 "," 4,366,995 "," 3,057,660 "," 2,094,295 "," 1,519,593 "
2021,울산광역시,울주군,합 계," 1,173,105,620 "," 1,047,673,435 "," 1,117,099,373 "," 1,083,858,905 "," 989,463,621 "," 978,713,327 "," 1,016,291,555 "
2021,경기도,의정부시,주택용," 62,983,744 "," 62,469,377 "," 52,248,117 "," 53,598,682 "," 50,670,322 "," 52,740,286 "," 59,709,134 "
2021,경기도,의정부시,일반용," 73,275,558 "," 69,035,622 "," 55,844,809 "," 51,831,767 "," 49,440,008 "," 55,533,288 "," 64,907,658 "
2021,경기도,의정부시,교육용," 6,301,756 "," 4,912,048 "," 4,274,910 "," 3,066,367 "," 2,299,744 "," 2,684,196 "," 3,173,429 "
2021,경기도,의정부시,산업용," 26,490,107 "," 22,916,898 "," 20,786,834 "," 20,015,291 "," 19,714,026 "," 20,344,500 "," 21,790,597 "
2021,경기도,의정부시,농사용," 370,795 "," 355,671 "," 295,639 "," 256,528 "," 246,939 "," 256,489 "," 279,779 "
2021,경기도,의정부시,가로등," 2,060,505 "," 1,967,052 "," 1,846,277 "," 1,881,417 "," 1,750,980 "," 1,683,887 "," 1,685,160 "
2021,경기도,의정부시,심 야," 2,534,413 "," 2,394,547 "," 1,700,479 "," 1,259,708 "," 1,034,618 "," 1,276,626 "," 1,290,178 "
2021,경기도,의정부시,합 계," 174,016,878 "," 164,051,215 "," 136,997,065 "," 131,909,760 "," 125,156,637 "," 134,519,272 "," 152,835,935 "
2021,경기도,광명시,주택용," 33,946,182 "," 32,015,680 "," 28,193,763 "," 28,461,258 "," 27,272,368 "," 28,287,457 "," 34,448,116 "
2021,경기도,광명시,일반용," 39,567,414 "," 36,733,496 "," 30,105,754 "," 27,934,524 "," 26,902,664 "," 30,840,831 "," 37,075,086 "
2021,경기도,광명시,교육용," 2,816,800 "," 1,943,205 "," 1,886,714 "," 1,458,618 "," 1,081,943 "," 1,336,725 "," 1,740,262 "
2021,경기도,광명시,산업용," 25,718,390 "," 22,428,053 "," 23,156,164 "," 21,774,998 "," 20,370,977 "," 23,238,747 "," 24,579,997 "
2021,경기도,광명시,농사용," 965,011 "," 920,647 "," 719,980 "," 644,987 "," 559,149 "," 543,249 "," 579,292 "
2021,경기도,광명시,가로등," 1,236,158 "," 1,184,340 "," 1,097,960 "," 1,063,855 "," 1,103,479 "," 979,415 "," 930,543 "
2021,경기도,광명시,심 야," 2,077,762 "," 1,910,142 "," 1,343,318 "," 976,479 "," 653,494 "," 490,301 "," 387,776 "
2021,경기도,광명시,합 계," 106,327,717 "," 97,135,563 "," 86,503,653 "," 82,314,719 "," 77,944,074 "," 85,716,725 "," 99,741,072 "
2021,경기도,평택시,주택용," 82,641,202 "," 81,388,438 "," 68,699,793 "," 71,513,554 "," 67,455,498 "," 71,386,629 "," 82,860,823 "
2021,경기도,평택시,일반용," 159,574,937 "," 153,313,885 "," 126,916,637 "," 121,401,434 "," 104,420,656 "," 142,414,665 "," 147,190,122 "
2021,경기도,평택시,교육용," 6,817,330 "," 5,321,331 "," 5,051,414 "," 4,047,998 "," 2,998,318 "," 3,439,110 "," 4,076,567 "
2021,경기도,평택시,산업용," 918,674,235 "," 826,709,803 "," 931,413,130 "," 914,870,168 "," 957,005,305 "," 986,830,642 "," 1,086,251,412 "
2021,경기도,평택시,농사용," 18,410,608 "," 17,199,955 "," 13,915,179 "," 14,961,921 "," 18,245,235 "," 20,162,576 "," 18,191,098 "
2021,경기도,평택시,가로등," 3,933,880 "," 3,682,996 "," 3,235,607 "," 3,218,458 "," 2,889,739 "," 2,698,853 "," 2,725,334 "
2021,경기도,평택시,심 야," 21,571,904 "," 19,538,156 "," 13,767,486 "," 9,810,092 "," 6,295,892 "," 4,039,908 "," 2,634,449 "
2021,경기도,평택시,합 계," 1,211,624,096 "," 1,107,154,564 "," 1,162,999,246 "," 1,139,823,625 "," 1,159,310,643 "," 1,230,972,383 "," 1,343,929,805 "
2021,경기도,동두천시,주택용," 13,198,155 "," 12,290,774 "," 10,706,988 "," 10,656,341 "," 10,262,365 "," 10,478,682 "," 12,997,905 "
2021,경기도,동두천시,일반용," 23,870,851 "," 23,073,329 "," 17,877,456 "," 16,290,801 "," 14,901,426 "," 17,263,529 "," 19,889,438 "
2021,경기도,동두천시,교육용," 2,061,628 "," 1,670,678 "," 1,387,433 "," 1,018,577 "," 760,194 "," 641,322 "," 848,708 "
2021,경기도,동두천시,산업용," 22,848,459 "," 21,188,369 "," 21,373,239 "," 20,627,795 "," 19,900,522 "," 21,141,418 "," 21,041,553 "
2021,경기도,동두천시,농사용," 951,729 "," 858,117 "," 648,393 "," 565,423 "," 491,576 "," 532,893 "," 570,903 "
2021,경기도,동두천시,가로등," 678,877 "," 629,703 "," 585,699 "," 564,277 "," 524,529 "," 496,470 "," 492,571 "
2021,경기도,동두천시,심 야," 2,921,680 "," 2,631,916 "," 1,919,299 "," 1,434,785 "," 956,017 "," 592,691 "," 369,063 "
2021,경기도,동두천시,합 계," 66,531,379 "," 62,342,886 "," 54,498,507 "," 51,157,999 "," 47,796,629 "," 51,147,005 "," 56,210,141 "
2021,경기도,안산시,주택용," 90,447,070 "," 86,716,905 "," 75,493,537 "," 77,429,843 "," 73,697,920 "," 76,551,665 "," 92,972,094 "
2021,경기도,안산시,일반용," 114,348,738 "," 108,326,793 "," 89,992,326 "," 84,015,124 "," 78,918,967 "," 87,518,135 "," 104,508,316 "
2021,경기도,안산시,교육용," 10,625,647 "," 9,229,239 "," 7,657,999 "," 6,908,928 "," 5,128,755 "," 5,530,217 "," 6,957,448 "
2021,경기도,안산시,산업용," 521,347,948 "," 467,570,193 "," 483,949,402 "," 462,742,211 "," 467,373,447 "," 480,527,237 "," 521,670,407 "
2021,경기도,안산시,농사용," 3,401,617 "," 3,381,129 "," 3,074,114 "," 2,873,659 "," 2,092,653 "," 1,922,864 "," 2,080,489 "
2021,경기도,안산시,가로등," 3,320,479 "," 3,108,386 "," 2,716,588 "," 2,727,038 "," 2,443,715 "," 2,321,055 "," 2,246,104 "
2021,경기도,안산시,심 야," 5,353,592 "," 5,288,576 "," 4,007,606 "," 3,031,198 "," 1,991,428 "," 1,474,768 "," 1,101,335 "
2021,경기도,안산시,합 계," 748,845,091 "," 683,621,221 "," 666,891,572 "," 639,728,001 "," 631,646,885 "," 655,845,941 "," 731,536,193 "
2021,경기도,과천시,주택용," 9,155,636 "," 8,894,122 "," 7,734,012 "," 8,216,861 "," 7,878,597 "," 8,464,444 "," 10,669,380 "
2021,경기도,과천시,일반용," 19,972,704 "," 18,921,328 "," 16,047,778 "," 15,022,373 "," 14,279,037 "," 15,936,978 "," 18,290,304 "
2021,경기도,과천시,교육용," 1,556,254 "," 1,322,812 "," 1,118,770 "," 874,013 "," 737,013 "," 939,912 "," 1,200,929 "
2021,경기도,과천시,산업용," 3,826,094 "," 3,525,133 "," 3,527,320 "," 3,349,653 "," 3,437,036 "," 3,734,580 "," 3,965,481 "
2021,경기도,과천시,농사용," 1,267,358 "," 1,203,990 "," 895,034 "," 789,245 "," 654,994 "," 585,062 "," 553,384 "
2021,경기도,과천시,가로등," 585,078 "," 554,589 "," 494,574 "," 498,377 "," 452,941 "," 437,989 "," 420,139 "
2021,경기도,과천시,심 야," 358,152 "," 357,864 "," 287,514 "," 274,479 "," 181,301 "," 496,794 "," 941,289 "
2021,경기도,과천시,합 계," 36,721,276 "," 34,779,838 "," 30,105,002 "," 29,025,001 "," 27,620,919 "," 30,595,759 "," 36,040,906 "
2021,경기도,구리시,주택용," 26,517,174 "," 24,813,716 "," 21,859,744 "," 21,966,413 "," 21,323,486 "," 22,107,501 "," 27,508,499 "
2021,경기도,구리시,일반용," 38,057,958 "," 35,526,490 "," 28,904,557 "," 26,796,462 "," 25,521,799 "," 29,069,809 "," 34,466,183 "
2021,경기도,구리시,교육용," 1,748,488 "," 1,339,812 "," 1,226,824 "," 1,003,769 "," 753,648 "," 856,562 "," 1,085,705 "
2021,경기도,구리시,산업용," 11,446,256 "," 10,701,587 "," 9,883,809 "," 9,262,310 "," 9,089,862 "," 9,110,102 "," 10,325,015 "
2021,경기도,구리시,농사용," 633,924 "," 586,239 "," 479,695 "," 456,133 "," 435,533 "," 452,344 "," 518,571 "
2021,경기도,구리시,가로등," 991,583 "," 921,121 "," 846,456 "," 827,773 "," 751,658 "," 723,320 "," 731,588 "
2021,경기도,구리시,심 야," 482,406 "," 466,325 "," 334,772 "," 249,102 "," 157,309 "," 112,892 "," 100,277 "
2021,경기도,구리시,합 계," 79,877,789 "," 74,355,290 "," 63,535,857 "," 60,561,962 "," 58,033,295 "," 62,432,530 "," 74,735,838 "
