year,sido,gungu,type, 1 , 2 , 3 , 4 , 5 , 6 , 7 
2021,강원도,횡성군,심 야," 19,893,284 "," 18,453,525 "," 13,279,227 "," 10,075,131 "," 7,070,972 "," 4,775,914 "," 2,702,791 "
2021,강원도,횡성군,합 계," 71,894,627 "," 66,768,374 "," 56,862,969 "," 52,645,774 "," 47,949,537 "," 47,599,857 "," 49,746,277 "
2021,강원도,영월군,주택용," 5,480,201 "," 5,242,483 "," 4,358,611 "," 4,459,408 "," 4,275,898 "," 4,312,003 "," 4,282,413 "
2021,강원도,영월군,일반용," 9,728,502 "," 9,166,725 "," 7,247,841 "," 6,690,851 "," 6,209,029 "," 6,408,573 "," 6,932,386 "
2021,강원도,영월군,교육용," 1,077,998 "," 940,737 "," 842,177 "," 687,680 "," 503,339 "," 475,790 "," 509,491 "
2021,강원도,영월군,산업용," 61,390,080 "," 55,718,558 "," 81,888,423 "," 79,386,255 "," 80,342,205 "," 76,994,338 "," 76,664,592 "
2021,강원도,영월군,농사용," 2,027,967 "," 1,918,380 "," 1,746,081 "," 1,752,670 "," 1,621,692 "," 1,807,198 "," 2,213,048 "
2021,강원도,영월군,가로등," 771,899 "," 786,497 "," 757,915 "," 805,725 "," 767,936 "," 784,600 "," 765,948 "
2021,강원도,영월군,심 야," 9,862,027 "," 9,301,483 "," 6,777,784 "," 5,169,714 "," 3,615,627 "," 2,394,855 "," 1,357,848 "
2021,강원도,영월군,합 계," 90,338,674 "," 83,074,863 "," 103,618,832 "," 98,952,303 "," 97,335,726 "," 93,177,357 "," 92,725,726 "
2021,강원도,평창군,주택용," 7,068,578 "," 6,625,795 "," 5,458,583 "," 5,484,248 "," 5,211,513 "," 5,227,366 "," 5,246,139 "
2021,강원도,평창군,일반용," 28,153,594 "," 24,687,538 "," 18,964,262 "," 16,271,820 "," 15,526,289 "," 15,527,576 "," 18,253,706 "
2021,강원도,평창군,교육용," 2,128,121 "," 1,772,792 "," 1,614,605 "," 1,356,348 "," 1,232,521 "," 1,199,280 "," 1,452,785 "
2021,강원도,평창군,산업용," 8,342,176 "," 7,357,478 "," 7,263,512 "," 7,093,253 "," 6,939,130 "," 7,201,891 "," 7,654,059 "
2021,강원도,평창군,농사용," 6,054,561 "," 6,098,863 "," 5,508,923 "," 5,531,437 "," 5,009,117 "," 4,849,803 "," 5,382,396 "
2021,강원도,평창군,가로등," 1,117,015 "," 1,101,148 "," 1,056,935 "," 1,118,816 "," 1,087,904 "," 1,090,062 "," 1,076,213 "
2021,강원도,평창군,심 야," 22,863,264 "," 21,245,664 "," 15,753,790 "," 12,529,793 "," 9,394,577 "," 6,780,114 "," 4,318,477 "
2021,강원도,평창군,합 계," 75,727,309 "," 68,889,278 "," 55,620,610 "," 49,385,715 "," 44,401,051 "," 41,876,092 "," 43,383,775 "
2021,강원도,정선군,주택용," 5,446,184 "," 5,147,170 "," 4,284,900 "," 4,398,180 "," 4,194,484 "," 4,208,074 "," 4,169,587 "
2021,강원도,정선군,일반용," 20,516,441 "," 18,017,047 "," 15,036,389 "," 13,417,798 "," 13,377,005 "," 13,777,251 "," 16,012,311 "
2021,강원도,정선군,교육용," 926,420 "," 742,149 "," 705,224 "," 565,813 "," 384,841 "," 362,156 "," 341,071 "
2021,강원도,정선군,산업용," 19,612,817 "," 16,880,571 "," 18,721,942 "," 19,182,876 "," 18,331,440 "," 18,357,658 "," 20,335,315 "
2021,강원도,정선군,농사용," 1,983,998 "," 2,021,328 "," 1,841,252 "," 1,831,756 "," 1,697,589 "," 1,821,505 "," 1,999,435 "
2021,강원도,정선군,가로등," 822,107 "," 780,066 "," 754,310 "," 731,284 "," 695,351 "," 672,716 "," 668,156 "
2021,강원도,정선군,심 야," 11,479,696 "," 10,628,924 "," 8,017,823 "," 6,446,481 "," 4,871,332 "," 3,482,543 "," 2,191,216 "
2021,강원도,정선군,합 계," 60,787,663 "," 54,217,255 "," 49,361,840 "," 46,574,188 "," 43,552,042 "," 42,681,903 "," 45,717,091 "
2021,강원도,철원군,주택용," 5,968,075 "," 5,563,112 "," 4,631,842 "," 4,502,678 "," 4,277,047 "," 4,323,304 "," 4,903,735 "
2021,강원도,철원군,일반용," 19,917,225 "," 17,547,613 "," 13,777,695 "," 12,120,888 "," 11,134,860 "," 11,815,590 "," 13,807,590 "
2021,강원도,철원군,교육용," 721,719 "," 582,717 "," 606,997 "," 462,322 "," 344,864 "," 361,053 "," 395,287 "
2021,강원도,철원군,산업용," 5,920,690 "," 5,376,406 "," 5,030,593 "," 4,749,522 "," 4,722,261 "," 4,780,594 "," 4,949,619 "
2021,강원도,철원군,농사용," 8,666,579 "," 8,431,822 "," 7,617,607 "," 8,923,984 "," 9,427,805 "," 9,286,054 "," 10,171,780 "
2021,강원도,철원군,가로등," 402,666 "," 372,316 "," 339,607 "," 306,903 "," 279,719 "," 259,346 "," 264,708 "
2021,강원도,철원군,심 야," 18,825,942 "," 17,660,442 "," 12,923,767 "," 9,321,844 "," 6,161,227 "," 3,790,801 "," 2,036,780 "
2021,강원도,철원군,합 계," 60,422,896 "," 55,534,428 "," 44,928,108 "," 40,388,141 "," 36,347,783 "," 34,616,742 "," 36,529,499 "
2021,강원도,화천군,주택용," 3,257,383 "," 3,148,279 "," 2,612,087 "," 2,637,637 "," 2,500,692 "," 2,556,796 "," 2,695,098 "
2021,강원도,화천군,일반용," 14,222,951 "," 13,415,141 "," 10,543,114 "," 9,488,994 "," 8,441,228 "," 8,880,107 "," 10,029,524 "
2021,강원도,화천군,교육용," 489,927 "," 380,132 "," 340,491 "," 285,562 "," 203,456 "," 175,701 "," 217,026 "
2021,강원도,화천군,산업용," 2,287,949 "," 2,190,623 "," 2,007,851 "," 2,014,463 "," 1,848,725 "," 1,903,369 "," 1,925,706 "
2021,강원도,화천군,농사용," 3,054,620 "," 2,908,189 "," 2,492,831 "," 2,374,360 "," 2,181,933 "," 2,275,776 "," 2,587,178 "
2021,강원도,화천군,가로등," 351,853 "," 330,957 "," 314,810 "," 310,259 "," 294,663 "," 284,201 "," 290,007 "
2021,강원도,화천군,심 야," 7,148,175 "," 6,686,553 "," 4,956,111 "," 3,766,849 "," 2,651,963 "," 1,855,637 "," 1,090,504 "
2021,강원도,화천군,합 계," 30,812,858 "," 29,059,874 "," 23,267,295 "," 20,878,124 "," 18,122,660 "," 17,931,587 "," 18,835,043 "
2021,강원도,양구군,주택용," 2,952,918 "," 2,858,857 "," 2,346,757 "," 2,336,387 "," 2,185,320 "," 2,233,685 "," 2,289,536 "
2021,강원도,양구군,일반용," 9,309,815 "," 9,082,676 "," 6,977,018 "," 6,311,687 "," 5,604,079 "," 5,904,584 "," 6,554,436 "
2021,강원도,양구군,교육용," 942,560 "," 798,051 "," 710,699 "," 562,247 "," 402,406 "," 315,774 "," 379,089 "
2021,강원도,양구군,산업용," 1,866,478 "," 1,803,286 "," 1,463,665 "," 1,580,429 "," 1,610,057 "," 1,611,931 "," 1,592,511 "
2021,강원도,양구군,농사용," 2,118,910 "," 2,058,358 "," 1,992,211 "," 2,089,117 "," 1,963,758 "," 1,876,977 "," 2,155,937 "
2021,강원도,양구군,가로등," 517,397 "," 496,228 "," 467,768 "," 488,499 "," 466,450 "," 457,477 "," 450,125 "
2021,강원도,양구군,심 야," 6,486,781 "," 6,082,877 "," 4,580,287 "," 3,522,016 "," 2,434,167 "," 1,629,927 "," 947,686 "
2021,강원도,양구군,합 계," 24,194,859 "," 23,180,333 "," 18,538,405 "," 16,890,382 "," 14,666,237 "," 14,030,355 "," 14,369,320 "
2021,강원도,인제군,주택용," 4,753,478 "," 4,491,914 "," 3,681,889 "," 3,657,192 "," 3,422,086 "," 3,466,536 "," 3,628,455 "
2021,강원도,인제군,일반용," 17,191,144 "," 15,871,604 "," 12,617,028 "," 11,454,561 "," 10,319,675 "," 10,866,052 "," 12,155,458 "
2021,강원도,인제군,교육용," 736,890 "," 623,433 "," 535,973 "," 465,035 "," 333,036 "," 289,168 "," 325,660 "
2021,강원도,인제군,산업용," 3,613,032 "," 3,594,207 "," 3,106,823 "," 3,419,762 "," 3,256,410 "," 3,288,263 "," 3,266,845 "
2021,강원도,인제군,농사용," 2,322,165 "," 2,316,928 "," 2,033,764 "," 2,184,491 "," 2,018,757 "," 2,055,804 "," 2,217,422 "
2021,강원도,인제군,가로등," 885,014 "," 867,376 "," 864,591 "," 949,189 "," 935,892 "," 930,324 "," 911,589 "
2021,강원도,인제군,심 야," 10,239,014 "," 9,562,729 "," 7,159,871 "," 5,695,929 "," 4,201,379 "," 2,936,244 "," 1,770,196 "
2021,강원도,인제군,합 계," 39,740,737 "," 37,328,191 "," 29,999,939 "," 27,826,159 "," 24,487,235 "," 23,832,391 "," 24,275,625 "
2021,강원도,고성군,주택용," 3,913,548 "," 3,807,570 "," 3,281,965 "," 3,237,047 "," 3,035,718 "," 3,069,892 "," 3,236,187 "
2021,강원도,고성군,일반용," 16,004,993 "," 15,405,356 "," 12,842,146 "," 11,731,093 "," 10,707,367 "," 10,911,464 "," 12,894,715 "
2021,강원도,고성군,교육용," 798,083 "," 623,762 "," 600,040 "," 501,266 "," 357,898 "," 333,766 "," 409,153 "
2021,강원도,고성군,산업용," 4,500,927 "," 4,296,286 "," 4,105,444 "," 4,507,049 "," 4,323,163 "," 4,659,084 "," 4,922,067 "
2021,강원도,고성군,농사용," 2,588,771 "," 2,517,043 "," 2,224,778 "," 2,230,186 "," 2,109,436 "," 2,185,539 "," 2,308,696 "
2021,강원도,고성군,가로등," 479,873 "," 429,603 "," 425,132 "," 392,467 "," 373,027 "," 347,608 "," 354,062 "
2021,강원도,고성군,심 야," 6,957,197 "," 7,140,531 "," 5,617,653 "," 4,448,660 "," 3,097,774 "," 2,147,329 "," 1,433,447 "
2021,강원도,고성군,합 계," 35,243,392 "," 34,220,151 "," 29,097,158 "," 27,047,768 "," 24,004,383 "," 23,654,682 "," 25,558,327 "
2021,강원도,양양군,주택용," 4,454,544 "," 4,265,837 "," 3,672,959 "," 3,675,791 "," 3,471,723 "," 3,474,626 "," 3,649,361 "
2021,강원도,양양군,일반용," 15,117,938 "," 13,860,800 "," 11,966,653 "," 10,689,337 "," 10,071,767 "," 10,544,295 "," 11,050,900 "
2021,강원도,양양군,교육용," 407,610 "," 335,979 "," 294,850 "," 279,141 "," 193,742 "," 174,560 "," 196,737 "
2021,강원도,양양군,산업용," 3,977,096 "," 3,709,464 "," 3,512,183 "," 3,866,128 "," 3,710,095 "," 3,886,927 "," 3,971,968 "
2021,강원도,양양군,농사용," 1,982,981 "," 1,855,076 "," 1,656,469 "," 1,657,548 "," 1,559,103 "," 1,569,878 "," 1,723,145 "
2021,강원도,양양군,가로등," 887,776 "," 859,205 "," 895,767 "," 972,180 "," 1,007,064 "," 969,439 "," 985,804 "
2021,강원도,양양군,심 야," 6,703,613 "," 6,523,508 "," 5,154,821 "," 4,069,444 "," 2,930,858 "," 2,104,595 "," 1,438,809 "
2021,강원도,양양군,합 계," 33,531,558 "," 31,409,869 "," 27,153,702 "," 25,209,569 "," 22,944,352 "," 22,724,320 "," 23,016,724 "
2021,충청북도,충주시,주택용," 30,894,358 "," 29,928,029 "," 25,009,399 "," 25,546,194 "," 23,913,678 "," 24,768,730 "," 26,777,501 "
2021,충청북도,충주시,일반용," 51,626,621 "," 49,286,434 "," 40,012,885 "," 37,467,287 "," 34,523,784 "," 36,861,818 "," 42,128,443 "
2021,충청북도,충주시,교육용," 5,231,967 "," 4,190,207 "," 3,592,507 "," 2,938,038 "," 2,162,147 "," 2,231,603 "," 2,537,729 "
2021,충청북도,충주시,산업용," 129,413,430 "," 117,076,812 "," 123,780,058 "," 121,534,098 "," 121,490,357 "," 126,829,921 "," 134,773,396 "
2021,충청북도,충주시,농사용," 13,217,041 "," 12,430,369 "," 9,934,488 "," 9,325,046 "," 9,708,301 "," 10,376,150 "," 11,500,461 "
2021,충청북도,충주시,가로등," 2,834,795 "," 2,722,300 "," 2,606,189 "," 2,756,269 "," 2,597,096 "," 2,498,716 "," 2,480,291 "
2021,충청북도,충주시,심 야," 29,684,800 "," 26,904,019 "," 19,677,409 "," 14,222,834 "," 8,806,875 "," 5,542,935 "," 3,185,748 "
2021,충청북도,충주시,합 계," 262,903,012 "," 242,538,170 "," 224,612,935 "," 213,789,766 "," 203,202,238 "," 209,109,873 "," 223,383,569 "
2021,충청북도,제천시,주택용," 19,097,705 "," 18,243,134 "," 15,197,646 "," 15,430,160 "," 14,487,726 "," 14,691,872 "," 15,217,892 "
2021,충청북도,제천시,일반용," 29,165,820 "," 28,386,586 "," 22,635,613 "," 20,824,981 "," 19,270,572 "," 19,888,072 "," 22,631,682 "
2021,충청북도,제천시,교육용," 3,783,942 "," 2,796,420 "," 2,667,523 "," 1,955,949 "," 1,655,365 "," 1,678,853 "," 1,864,214 "
2021,충청북도,제천시,산업용," 73,854,673 "," 65,154,312 "," 72,564,466 "," 76,640,870 "," 78,785,595 "," 78,811,928 "," 81,465,238 "
2021,충청북도,제천시,농사용," 4,505,645 "," 4,367,396 "," 3,845,978 "," 3,500,385 "," 3,086,617 "," 3,350,987 "," 4,141,453 "
2021,충청북도,제천시,가로등," 1,519,123 "," 1,401,089 "," 1,383,672 "," 1,321,899 "," 1,294,832 "," 1,263,225 "," 1,274,618 "
2021,충청북도,제천시,심 야," 23,822,492 "," 21,984,431 "," 16,195,691 "," 11,732,591 "," 7,781,515 "," 4,877,894 "," 2,889,193 "
2021,충청북도,제천시,합 계," 155,749,400 "," 142,333,368 "," 134,490,589 "," 131,406,835 "," 126,362,222 "," 124,562,831 "," 129,484,290 "
2021,충청북도,보은군,주택용," 4,469,092 "," 4,251,415 "," 3,526,518 "," 3,550,269 "," 3,311,532 "," 3,334,462 "," 3,435,691 "
2021,충청북도,보은군,일반용," 8,754,690 "," 8,075,402 "," 6,275,868 "," 5,745,060 "," 5,111,481 "," 5,206,753 "," 5,643,140 "
2021,충청북도,보은군,교육용," 737,106 "," 494,736 "," 440,688 "," 431,629 "," 301,407 "," 293,269 "," 335,921 "
2021,충청북도,보은군,산업용," 15,473,233 "," 13,416,443 "," 14,047,284 "," 13,870,969 "," 13,237,626 "," 14,437,962 "," 14,217,055 "
2021,충청북도,보은군,농사용," 5,187,941 "," 5,053,764 "," 4,176,985 "," 3,819,216 "," 4,112,045 "," 4,542,726 "," 5,129,827 "
2021,충청북도,보은군,가로등," 667,149 "," 652,368 "," 652,493 "," 693,968 "," 665,207 "," 676,209 "," 680,576 "
2021,충청북도,보은군,심 야," 7,977,267 "," 7,270,024 "," 5,213,617 "," 3,973,650 "," 2,599,014 "," 1,680,298 "," 975,870 "
2021,충청북도,보은군,합 계," 43,266,478 "," 39,214,152 "," 34,333,453 "," 32,084,761 "," 29,338,312 "," 30,171,679 "," 30,418,080 "
2021,충청북도,옥천군,주택용," 6,719,805 "," 6,498,611 "," 5,426,745 "," 5,437,445 "," 5,088,380 "," 5,180,113 "," 5,279,834 "
2021,충청북도,옥천군,일반용," 11,141,709 "," 10,695,579 "," 8,543,010 "," 7,840,944 "," 6,944,584 "," 7,394,816 "," 8,443,614 "
2021,충청북도,옥천군,교육용," 927,360 "," 727,579 "," 553,102 "," 480,229 "," 320,364 "," 340,628 "," 423,897 "
2021,충청북도,옥천군,산업용," 31,460,406 "," 28,791,003 "," 29,443,423 "," 29,406,925 "," 28,245,413 "," 28,459,556 "," 29,924,517 "
2021,충청북도,옥천군,농사용," 6,142,607 "," 6,266,524 "," 5,321,393 "," 4,940,840 "," 4,548,748 "," 4,941,484 "," 5,457,440 "
2021,충청북도,옥천군,가로등," 697,590 "," 636,328 "," 640,427 "," 620,761 "," 581,555 "," 550,316 "," 565,493 "
2021,충청북도,옥천군,심 야," 8,306,732 "," 7,928,542 "," 5,918,931 "," 4,433,919 "," 2,773,786 "," 1,770,390 "," 942,791 "
2021,충청북도,옥천군,합 계," 65,396,209 "," 61,544,166 "," 55,847,031 "," 53,161,063 "," 48,502,830 "," 48,637,303 "," 51,037,586 "
2021,충청북도,영동군,주택용," 6,135,644 "," 5,984,659 "," 5,038,353 "," 5,122,724 "," 4,792,164 "," 4,848,910 "," 4,847,887 "
2021,충청북도,영동군,일반용," 9,049,383 "," 9,054,980 "," 7,118,947 "," 6,613,939 "," 5,843,366 "," 5,959,863 "," 6,589,793 "
2021,충청북도,영동군,교육용," 1,227,985 "," 1,034,403 "," 844,544 "," 725,983 "," 514,370 "," 500,699 "," 528,327 "
2021,충청북도,영동군,산업용," 14,144,967 "," 12,861,101 "," 13,092,644 "," 13,208,048 "," 12,364,214 "," 13,126,906 "," 13,536,698 "
2021,충청북도,영동군,농사용," 5,727,389 "," 5,715,487 "," 4,642,465 "," 4,854,943 "," 4,616,845 "," 4,837,876 "," 5,286,702 "
2021,충청북도,영동군,가로등," 699,757 "," 658,986 "," 675,773 "," 673,347 "," 638,610 "," 614,785 "," 633,180 "
2021,충청북도,영동군,심 야," 9,291,895 "," 8,841,439 "," 6,765,689 "," 5,271,982 "," 3,442,470 "," 2,229,675 "," 1,170,980 "
2021,충청북도,영동군,합 계," 46,277,020 "," 44,151,055 "," 38,178,415 "," 36,470,966 "," 32,212,039 "," 32,118,714 "," 32,593,567 "
2021,충청북도,진천군,주택용," 12,879,197 "," 12,437,960 "," 10,376,777 "," 10,626,697 "," 9,990,429 "," 10,455,554 "," 11,681,286 "
2021,충청북도,진천군,일반용," 25,366,495 "," 24,191,650 "," 20,315,885 "," 19,119,577 "," 18,031,703 "," 19,449,806 "," 22,238,949 "
2021,충청북도,진천군,교육용," 2,049,123 "," 1,427,869 "," 1,267,918 "," 1,043,303 "," 761,023 "," 774,088 "," 880,484 "
2021,충청북도,진천군,산업용," 198,287,492 "," 178,327,560 "," 190,510,808 "," 187,604,110 "," 189,966,538 "," 198,391,360 "," 210,017,454 "
2021,충청북도,진천군,농사용," 12,554,623 "," 11,371,171 "," 8,797,163 "," 7,544,997 "," 6,762,079 "," 6,659,115 "," 7,235,303 "
2021,충청북도,진천군,가로등," 784,850 "," 732,199 "," 692,058 "," 710,089 "," 669,425 "," 614,315 "," 619,100 "
2021,충청북도,진천군,심 야," 10,899,621 "," 10,084,747 "," 7,360,789 "," 5,379,550 "," 3,368,913 "," 2,426,142 "," 1,751,973 "
2021,충청북도,진천군,합 계," 262,821,401 "," 238,573,156 "," 239,321,398 "," 232,028,323 "," 229,550,110 "," 238,770,380 "," 254,424,549 "
2021,충청북도,괴산군,주택용," 5,197,784 "," 4,885,723 "," 4,055,078 "," 4,114,291 "," 3,900,996 "," 3,960,772 "," 4,163,931 "
2021,충청북도,괴산군,일반용," 12,698,503 "," 10,810,991 "," 8,735,334 "," 8,027,887 "," 6,997,719 "," 7,601,602 "," 9,088,415 "
2021,충청북도,괴산군,교육용," 2,963,151 "," 2,039,292 "," 2,000,595 "," 1,500,326 "," 1,272,925 "," 1,430,519 "," 1,545,106 "
2021,충청북도,괴산군,산업용," 19,883,609 "," 18,248,370 "," 18,152,846 "," 18,169,605 "," 17,344,689 "," 18,255,878 "," 18,850,985 "
2021,충청북도,괴산군,농사용," 7,600,924 "," 7,604,489 "," 6,455,414 "," 6,115,307 "," 5,754,859 "," 6,699,399 "," 7,929,690 "
2021,충청북도,괴산군,가로등," 1,332,698 "," 1,272,956 "," 1,374,081 "," 1,424,657 "," 1,368,407 "," 1,361,087 "," 1,346,288 "
2021,충청북도,괴산군,심 야," 10,832,757 "," 9,687,676 "," 7,015,269 "," 5,314,504 "," 3,430,695 "," 2,258,380 "," 1,327,813 "
2021,충청북도,괴산군,합 계," 60,509,426 "," 54,549,497 "," 47,788,617 "," 44,666,577 "," 40,070,290 "," 41,567,637 "," 44,252,228 "
2021,충청북도,음성군,주택용," 14,211,585 "," 13,687,680 "," 11,290,227 "," 11,479,207 "," 10,740,726 "," 11,156,290 "," 12,235,630 "
2021,충청북도,음성군,일반용," 29,420,803 "," 28,244,431 "," 22,717,087 "," 21,455,667 "," 19,790,023 "," 21,093,844 "," 23,252,025 "
2021,충청북도,음성군,교육용," 2,741,819 "," 2,288,090 "," 1,838,712 "," 1,533,443 "," 1,119,274 "," 1,271,401 "," 1,392,125 "
2021,충청북도,음성군,산업용," 222,216,066 "," 199,456,836 "," 202,153,023 "," 197,154,568 "," 191,481,699 "," 201,046,290 "," 209,435,655 "
2021,충청북도,음성군,농사용," 18,958,457 "," 17,298,413 "," 13,901,946 "," 12,707,410 "," 11,428,753 "," 11,765,730 "," 12,897,009 "
2021,충청북도,음성군,가로등," 1,501,929 "," 1,348,747 "," 1,276,680 "," 1,194,776 "," 1,092,545 "," 1,007,392 "," 1,042,994 "
2021,충청북도,음성군,심 야," 16,488,349 "," 15,112,025 "," 11,043,216 "," 8,127,167 "," 5,293,440 "," 3,392,022 "," 1,936,073 "
2021,충청북도,음성군,합 계," 305,539,008 "," 277,436,222 "," 264,220,891 "," 253,652,238 "," 240,946,460 "," 250,732,969 "," 262,191,511 "
2021,충청북도,단양군,주택용," 4,012,786 "," 3,792,814 "," 3,165,304 "," 3,179,899 "," 2,972,104 "," 2,983,764 "," 3,013,470 "
2021,충청북도,단양군,일반용," 8,584,056 "," 8,086,096 "," 6,521,640 "," 6,058,535 "," 5,644,655 "," 5,518,374 "," 6,028,031 "
2021,충청북도,단양군,교육용," 795,204 "," 564,156 "," 465,945 "," 403,054 "," 289,094 "," 304,390 "," 343,574 "
2021,충청북도,단양군,산업용," 115,972,841 "," 101,413,522 "," 144,206,314 "," 148,115,636 "," 155,239,260 "," 137,802,599 "," 127,828,470 "
2021,충청북도,단양군,농사용," 1,352,632 "," 1,428,946 "," 1,359,857 "," 1,307,026 "," 1,208,396 "," 1,380,847 "," 1,613,523 "
2021,충청북도,단양군,가로등," 885,886 "," 842,177 "," 892,530 "," 890,805 "," 881,625 "," 865,422 "," 873,335 "
2021,충청북도,단양군,심 야," 9,841,310 "," 9,161,439 "," 6,640,151 "," 5,007,393 "," 3,391,140 "," 2,256,973 "," 1,383,135 "
2021,충청북도,단양군,합 계," 141,444,715 "," 125,289,150 "," 163,251,741 "," 164,962,348 "," 169,626,274 "," 151,112,369 "," 141,083,538 "
2021,충청북도,청주시,주택용," 119,292,660 "," 116,412,743 "," 98,144,327 "," 101,862,114 "," 95,459,997 "," 100,395,444 "," 113,021,836 "
2021,충청북도,청주시,일반용," 177,057,541 "," 166,843,901 "," 139,889,927 "," 134,598,404 "," 129,170,455 "," 144,342,727 "," 166,409,513 "
2021,충청북도,청주시,교육용," 20,830,664 "," 17,931,852 "," 14,538,394 "," 12,610,833 "," 9,454,964 "," 10,586,692 "," 12,779,645 "
2021,충청북도,청주시,산업용," 797,970,698 "," 720,050,209 "," 782,696,516 "," 770,275,813 "," 794,174,243 "," 818,810,483 "," 876,177,557 "
2021,충청북도,청주시,농사용," 16,262,107 "," 15,548,853 "," 13,887,906 "," 12,207,254 "," 11,391,139 "," 13,869,662 "," 15,015,717 "
2021,충청북도,청주시,가로등," 5,684,632 "," 5,275,132 "," 4,784,001 "," 4,636,388 "," 4,232,616 "," 3,973,586 "," 3,936,528 "
2021,충청북도,청주시,심 야," 60,687,671 "," 55,690,621 "," 40,514,570 "," 29,241,583 "," 17,650,250 "," 12,029,517 "," 8,555,030 "
2021,충청북도,청주시,합 계," 1,197,785,973 "," 1,097,753,311 "," 1,094,455,641 "," 1,065,432,389 "," 1,061,533,664 "," 1,104,008,111 "," 1,195,895,826 "
2021,충청북도,증평군,주택용," 5,147,401 "," 4,982,340 "," 4,291,158 "," 4,301,322 "," 4,019,388 "," 4,258,323 "," 4,701,640 "
2021,충청북도,증평군,일반용," 8,452,988 "," 8,659,545 "," 6,744,245 "," 6,151,341 "," 5,415,990 "," 5,769,927 "," 6,624,113 "
2021,충청북도,증평군,교육용," 744,814 "," 660,969 "," 540,140 "," 441,009 "," 345,957 "," 398,674 "," 471,207 "
2021,충청북도,증평군,산업용," 35,060,469 "," 30,805,854 "," 32,771,662 "," 32,103,378 "," 38,924,769 "," 40,024,881 "," 25,682,079 "
2021,충청북도,증평군,농사용," 1,559,009 "," 1,525,871 "," 1,284,427 "," 1,243,487 "," 1,187,646 "," 1,281,221 "," 1,519,748 "
2021,충청북도,증평군,가로등," 408,309 "," 367,808 "," 346,745 "," 321,396 "," 302,078 "," 274,563 "," 275,426 "
2021,충청북도,증평군,심 야," 3,343,555 "," 3,216,538 "," 2,432,211 "," 1,786,860 "," 1,139,132 "," 740,448 "," 398,435 "
2021,충청북도,증평군,합 계," 54,716,545 "," 50,218,925 "," 48,410,588 "," 46,348,793 "," 51,334,960 "," 52,748,037 "," 39,672,648 "
2021,충청남도,아산시,주택용," 45,259,301 "," 44,022,818 "," 37,074,848 "," 38,595,537 "," 36,411,718 "," 38,529,249 "," 43,459,126 "
2021,충청남도,아산시,일반용," 65,253,925 "," 60,886,051 "," 49,456,503 "," 47,323,162 "," 43,626,607 "," 47,330,331 "," 55,193,937 "
2021,충청남도,아산시,교육용," 11,512,356 "," 8,779,339 "," 8,289,435 "," 6,214,852 "," 5,214,563 "," 6,032,421 "," 7,448,187 "
2021,충청남도,아산시,산업용," 1,117,652,375 "," 984,733,671 "," 1,035,087,606 "," 993,170,149 "," 1,022,946,553 "," 1,034,686,755 "," 1,093,239,859 "
2021,충청남도,아산시,농사용," 12,120,156 "," 12,172,808 "," 10,272,761 "," 9,964,047 "," 10,794,629 "," 11,362,543 "," 11,553,286 "
2021,충청남도,아산시,가로등," 2,187,426 "," 2,038,508 "," 1,833,180 "," 1,787,337 "," 1,608,787 "," 1,503,626 "," 1,522,024 "
2021,충청남도,아산시,심 야," 24,256,833 "," 23,037,536 "," 16,966,708 "," 12,472,662 "," 8,037,706 "," 5,126,118 "," 3,114,205 "
2021,충청남도,아산시,합 계," 1,278,242,372 "," 1,135,670,731 "," 1,158,981,041 "," 1,109,527,746 "," 1,128,640,563 "," 1,144,571,043 "," 1,215,530,624 "
2021,충청남도,보령시,주택용," 14,115,552 "," 13,482,930 "," 11,325,189 "," 11,707,587 "," 11,119,702 "," 11,334,473 "," 12,796,775 "
2021,충청남도,보령시,일반용," 28,050,486 "," 26,517,637 "," 22,121,868 "," 21,413,791 "," 19,452,160 "," 20,530,590 "," 23,302,353 "
2021,충청남도,보령시,교육용," 1,972,434 "," 1,491,751 "," 1,240,816 "," 1,195,588 "," 892,909 "," 904,156 "," 1,060,685 "
2021,충청남도,보령시,산업용," 45,834,435 "," 50,135,678 "," 50,848,621 "," 49,927,857 "," 53,490,593 "," 47,510,643 "," 46,257,387 "
2021,충청남도,보령시,농사용," 15,121,679 "," 14,798,574 "," 12,870,556 "," 13,655,642 "," 13,550,283 "," 14,843,398 "," 15,794,529 "
2021,충청남도,보령시,가로등," 874,076 "," 798,799 "," 746,488 "," 717,327 "," 668,157 "," 621,451 "," 626,159 "
2021,충청남도,보령시,심 야," 16,914,951 "," 15,938,423 "," 12,021,628 "," 9,497,476 "," 6,637,803 "," 4,565,085 "," 3,117,173 "
2021,충청남도,보령시,합 계," 122,883,613 "," 123,163,792 "," 111,175,166 "," 108,115,268 "," 105,811,607 "," 100,309,796 "," 102,955,061 "
2021,충청남도,공주시,주택용," 14,369,136 "," 13,746,422 "," 11,463,271 "," 11,781,435 "," 11,064,999 "," 11,451,446 "," 12,384,114 "
2021,충청남도,공주시,일반용," 29,250,244 "," 27,302,792 "," 21,301,523 "," 20,674,352 "," 18,210,633 "," 19,439,713 "," 21,732,419 "
2021,충청남도,공주시,교육용," 4,229,573 "," 3,586,559 "," 2,818,456 "," 2,503,068 "," 1,172,052 "," 2,099,975 "," 2,315,595 "
2021,충청남도,공주시,산업용," 44,165,926 "," 39,967,548 "," 40,665,412 "," 39,890,353 "," 39,566,512 "," 42,096,717 "," 44,868,544 "
